FECHA,ATE,SBJ,CDM,STA,VMT,HCH,SJL,SMP,CRB,PPD
1/1/2015 0:00,S/D,575,266.7,551.7,495.3,479.4,S/D,220.1,S/D,947.8
1/1/2015 1:00,S/D,230,211.3,533.9,953.6,436.8,S/D,276.7,S/D,673.7
1/1/2015 2:00,S/D,345,209.6,495,731.2,442.3,S/D,204.2,S/D,685.5
1/1/2015 3:00,S/D,345,188.3,442.7,447.6,390.2,S/D,200.2,S/D,574.7
1/1/2015 4:00,S/D,230,155.4,344.7,334.5,304.2,S/D,180,S/D,459.2
1/1/2015 5:00,S/D,230,188.3,277.3,359.3,221.5,S/D,198.5,S/D,372
1/1/2015 6:00,S/D,230,318.7,371,424.8,318.9,S/D,250.2,S/D,320.4
1/1/2015 7:00,S/D,230,380.5,636.2,468,242.9,S/D,355.5,S/D,346
1/1/2015 8:00,S/D,345,433.1,658.5,455.7,391.8,S/D,426.9,S/D,469.3
1/1/2015 9:00,S/D,345,285.7,630.1,362.1,525.8,S/D,367.4,S/D,454.1
1/1/2015 10:00,S/D,230,129.5,346.5,233.1,689.5,S/D,188.3,S/D,470.6
1/1/2015 11:00,S/D,230,97.6,217.2,239.5,322.8,S/D,94.8,S/D,333.4
1/1/2015 12:00,S/D,230,94.2,206,215,216.7,S/D,97.4,S/D,350.2
1/1/2015 13:00,S/D,230,118.7,211.4,198,159.6,S/D,85.3,S/D,473.3
1/1/2015 14:00,S/D,230,139.5,198.4,226.4,92.5,S/D,102.5,S/D,337.8
1/1/2015 15:00,S/D,345,148,203.7,249.3,134.5,S/D,101.2,S/D,291.4
1/1/2015 16:00,S/D,345,152.3,255.5,257.1,179.7,S/D,115.3,S/D,264.5
1/1/2015 17:00,S/D,345,161.6,245.2,288,169.6,S/D,126.5,S/D,287.8
1/1/2015 18:00,S/D,345,177.3,270.6,268.2,149.6,S/D,145.7,S/D,573.7
1/1/2015 19:00,S/D,345,275.5,402.4,282.3,210,S/D,207.1,S/D,676
1/1/2015 20:00,S/D,345,312,448.4,345.8,317.2,S/D,235.6,S/D,785.4
1/1/2015 21:00,S/D,460,348.8,483.1,470.7,310.5,S/D,304.1,S/D,872
1/1/2015 22:00,S/D,460,356.3,559.9,413.8,315.7,S/D,289.9,S/D,766.5
1/1/2015 23:00,S/D,345,283.5,561.5,287.8,516.1,S/D,222.3,S/D,731.4
1/2/2015 0:00,S/D,230,206.5,331.2,179.4,324,S/D,150.5,S/D,422.4
1/2/2015 1:00,S/D,230,130.8,222.5,138.9,187.2,S/D,132.9,S/D,420.1
1/2/2015 2:00,S/D,115,119.6,168.1,97.2,150.2,S/D,89.2,S/D,324
1/2/2015 3:00,S/D,115,88.8,140.6,91.7,80.4,S/D,59,S/D,322.7
1/2/2015 4:00,S/D,115,76.8,157.5,83,48.8,S/D,52.7,S/D,265.3
1/2/2015 5:00,S/D,115,97.3,159,103.2,35.9,S/D,61.6,S/D,237.7
1/2/2015 6:00,S/D,115,103.7,167.3,146,22.9,S/D,75.2,S/D,275.5
1/2/2015 7:00,S/D,115,161.1,413.4,265.4,147.7,S/D,131.9,S/D,300.6
1/2/2015 8:00,S/D,345,254,497.4,426.6,208.7,S/D,280.3,S/D,383.2
1/2/2015 9:00,S/D,460,266.7,592.1,516.2,279.3,S/D,276.7,S/D,483.8
1/2/2015 10:00,S/D,460,262.1,524.2,529.7,454.4,S/D,234.9,S/D,393.9
1/2/2015 11:00,S/D,345,187,345.1,377.1,335.3,S/D,171.8,S/D,588
1/2/2015 12:00,S/D,345,146,356.3,235.7,227.5,S/D,139.5,S/D,370.8
1/2/2015 13:00,S/D,345,144.4,289.8,200.2,214.2,S/D,128.9,S/D,410
1/2/2015 14:00,S/D,345,139.8,241.6,152.7,139,S/D,128.5,S/D,332.9
1/2/2015 15:00,S/D,230,133.5,223.8,155.5,182.3,S/D,123.3,S/D,190.3
1/2/2015 16:00,S/D,230,128.1,212.4,172.4,191.1,S/D,105.7,S/D,171.2
1/2/2015 17:00,S/D,345,162.5,237.1,197.8,249.5,S/D,117.2,S/D,294.1
1/2/2015 18:00,S/D,345,220.7,272.4,198.9,145.9,S/D,127.8,S/D,463.6
1/2/2015 19:00,S/D,575,241.6,279.7,245.4,155.5,S/D,167.1,S/D,419.6
1/2/2015 20:00,S/D,575,356,342.5,378,191,S/D,288.2,S/D,763.9
1/2/2015 21:00,S/D,575,368.7,427.5,457.2,229.5,S/D,422.7,S/D,702
1/2/2015 22:00,S/D,690,353.3,481.5,361.9,299,S/D,330.3,S/D,750.1
1/2/2015 23:00,S/D,460,307.4,446.9,407.6,329.6,S/D,360.8,S/D,630.7
1/3/2015 0:00,S/D,385.6,247.5,459.8,328.9,368.9,S/D,302.1,S/D,578.4
1/3/2015 1:00,S/D,290.8,216,369.1,218,310.7,S/D,186.4,S/D,508.3
1/3/2015 2:00,S/D,233.2,198.9,302.2,152.1,269.1,S/D,124.5,S/D,449.9
1/3/2015 3:00,S/D,191.1,168.2,265.1,140.6,211.3,S/D,111.2,S/D,377.9
1/3/2015 4:00,S/D,128,148.8,315.3,148.3,180.1,S/D,83.5,S/D,326.7
1/3/2015 5:00,S/D,121.4,131.6,345.8,198.4,177.8,S/D,81.6,S/D,309.9
1/3/2015 6:00,S/D,207.2,167.1,426.1,311.1,326.6,S/D,121.2,S/D,709.7
1/3/2015 7:00,S/D,202.4,145.7,883.2,487.9,557.5,S/D,147.8,S/D,727.8
1/3/2015 8:00,S/D,378.1,341.3,539.8,493.9,283.5,S/D,S/D,S/D,512
1/3/2015 9:00,S/D,508.5,377.3,679,259.9,326.5,S/D,S/D,S/D,556.7
1/3/2015 10:00,S/D,612.1,265.8,503.4,196.3,413.3,S/D,S/D,S/D,634.6
1/3/2015 11:00,S/D,498.9,205.4,449.6,237.1,380.6,S/D,S/D,S/D,543.8
1/3/2015 12:00,S/D,475.5,234.3,379.6,254.6,307.4,S/D,S/D,S/D,389.6
1/3/2015 13:00,S/D,443.7,191.9,332,241.3,252.8,S/D,S/D,S/D,238.9
1/3/2015 14:00,S/D,463.9,155.2,308.2,205.4,205.6,S/D,S/D,S/D,227
1/3/2015 15:00,S/D,317.2,156.9,222.5,176.6,170.3,S/D,S/D,S/D,373.1
1/3/2015 16:00,S/D,317.2,141.7,227.1,155.8,139.3,S/D,S/D,S/D,594.7
1/3/2015 17:00,S/D,332.1,160.3,227.8,199.5,128.7,S/D,S/D,S/D,547.7
1/3/2015 18:00,S/D,300.1,239.7,292.4,171.5,169.3,S/D,S/D,S/D,653.9
1/3/2015 19:00,S/D,408.8,245.2,342.5,232.6,214.6,S/D,S/D,S/D,1023.8
1/3/2015 20:00,S/D,418.6,272.7,422.7,253.7,304.8,S/D,S/D,S/D,1028.8
1/3/2015 21:00,S/D,555.4,314.6,467,308.1,335.8,S/D,S/D,S/D,820.2
1/3/2015 22:00,S/D,647.4,399.2,528.3,381.3,464.9,S/D,S/D,S/D,817.8
1/3/2015 23:00,S/D,424.3,336.8,532.8,377.4,486.7,S/D,S/D,S/D,754.4
1/4/2015 0:00,S/D,367.5,247.7,469.5,257.9,445.6,S/D,S/D,S/D,678
1/4/2015 1:00,S/D,262.7,202.5,320.2,170.4,335.1,S/D,S/D,S/D,476.1
1/4/2015 2:00,S/D,171.6,142,270.7,164.4,234.9,S/D,S/D,S/D,344.5
1/4/2015 3:00,S/D,199.4,146.6,301.1,158.4,223.4,S/D,S/D,S/D,300.5
1/4/2015 4:00,S/D,168.1,116.5,333.2,143.8,237.8,S/D,S/D,S/D,252.4
1/4/2015 5:00,S/D,104.5,75,297.2,118,193.5,S/D,S/D,S/D,226.7
1/4/2015 6:00,S/D,116,86.2,319.7,118.8,222.2,S/D,S/D,S/D,269.2
1/4/2015 7:00,S/D,187.8,111.1,357.8,171,294.2,S/D,S/D,S/D,400.1
1/4/2015 8:00,S/D,273.1,162.6,441.3,228.2,396.7,S/D,S/D,S/D,446.9
1/4/2015 9:00,S/D,243.9,144,501.1,272.2,390.4,S/D,S/D,S/D,S/D
1/4/2015 10:00,S/D,326.4,165.7,468.4,311.2,458.2,S/D,S/D,S/D,S/D
1/4/2015 11:00,S/D,292.1,150.5,381.9,311.9,484,S/D,S/D,S/D,S/D
1/4/2015 12:00,S/D,251.4,127.6,263.1,227.1,264.7,S/D,S/D,S/D,S/D
1/4/2015 13:00,S/D,300.7,130.5,255.8,247.5,222.5,S/D,S/D,S/D,S/D
1/4/2015 14:00,S/D,318,151.3,254.5,231.1,204.7,S/D,S/D,S/D,S/D
1/4/2015 15:00,S/D,255.2,138.3,230.6,227.7,161.3,S/D,S/D,S/D,S/D
1/4/2015 16:00,S/D,250.2,144.9,216,195.6,128.1,S/D,S/D,S/D,S/D
1/4/2015 17:00,S/D,335.8,136.3,231.6,219,148.1,S/D,S/D,S/D,S/D
1/4/2015 18:00,S/D,328.7,174.8,261.7,236,206.8,S/D,S/D,S/D,S/D
1/4/2015 19:00,S/D,435.3,192.9,280.9,277.5,189.5,S/D,S/D,S/D,S/D
1/4/2015 20:00,S/D,457.7,236.1,312.9,344.2,184.7,S/D,S/D,S/D,S/D
1/4/2015 21:00,S/D,618,309.5,453.3,402.2,249.5,S/D,S/D,S/D,S/D
1/4/2015 22:00,S/D,445.9,279.4,540.7,362.4,428.1,S/D,S/D,S/D,S/D
1/4/2015 23:00,S/D,303.9,180,376.4,259.4,300.8,S/D,S/D,S/D,S/D
1/5/2015 0:00,S/D,181.2,159.7,248.5,195.2,184.9,S/D,S/D,S/D,S/D
1/5/2015 1:00,S/D,114.7,147.4,206.8,135.9,132.5,S/D,S/D,S/D,S/D
1/5/2015 2:00,S/D,107.9,122.6,205.2,101.3,114,S/D,S/D,S/D,S/D
1/5/2015 3:00,S/D,37.5,84.6,124.1,69.8,87.1,S/D,S/D,S/D,S/D
1/5/2015 4:00,S/D,33.2,101,130.2,73.7,106.4,S/D,S/D,S/D,S/D
1/5/2015 5:00,S/D,56.6,127,201.5,121,100.3,S/D,S/D,S/D,S/D
1/5/2015 6:00,S/D,113,129.4,205.6,163.4,128.3,S/D,S/D,S/D,S/D
1/5/2015 7:00,S/D,288.5,188.8,333.7,221.4,208.7,S/D,S/D,S/D,S/D
1/5/2015 8:00,S/D,996.7,461.1,536.4,243.2,310.8,S/D,S/D,S/D,S/D
1/5/2015 9:00,S/D,845.4,437.5,638,218.4,449.8,S/D,S/D,S/D,880.6
1/5/2015 10:00,S/D,708.3,327.4,574.8,236.9,488.7,S/D,S/D,S/D,644.6
1/5/2015 11:00,S/D,535.4,263,460,205.5,414.9,S/D,S/D,S/D,614.2
1/5/2015 12:00,S/D,414.5,277.5,426.5,168.1,269.2,S/D,S/D,S/D,485
1/5/2015 13:00,S/D,371.1,218.3,349,149.6,195.8,S/D,S/D,S/D,532.9
1/5/2015 14:00,S/D,427.2,241.3,302,146.6,194.3,S/D,S/D,S/D,455.9
1/5/2015 15:00,S/D,406.1,219.4,335.7,162.5,222.9,S/D,S/D,S/D,461.3
1/5/2015 16:00,S/D,391,218.4,339.2,177.1,227.1,S/D,S/D,S/D,382.8
1/5/2015 17:00,S/D,541.4,261.7,388.7,188,247.1,S/D,S/D,S/D,319.6
1/5/2015 18:00,S/D,753.5,303.7,492.2,244.5,358.7,S/D,S/D,S/D,738.1
1/5/2015 19:00,S/D,734,387,479.2,303.7,437.5,S/D,S/D,S/D,872.6
1/5/2015 20:00,S/D,903.9,470,514,346.1,441.3,S/D,S/D,S/D,837.2
1/5/2015 21:00,S/D,791.9,488.3,570.2,319.1,477.9,S/D,S/D,S/D,461
1/5/2015 22:00,S/D,573.8,368.6,549.2,226.5,532.8,S/D,S/D,S/D,406.1
1/5/2015 23:00,S/D,408.7,286.3,424.6,208,472,S/D,S/D,S/D,712.9
1/6/2015 0:00,S/D,310.8,193.2,288.3,147.4,360.3,S/D,S/D,S/D,680.6
1/6/2015 1:00,S/D,155.1,124.5,205.2,133.1,233.3,S/D,S/D,S/D,414.3
1/6/2015 2:00,S/D,76.4,117.9,167,101,165.1,S/D,S/D,S/D,263.1
1/6/2015 3:00,S/D,57.7,83.1,124.1,94.2,114.7,S/D,S/D,S/D,222.6
1/6/2015 4:00,S/D,48.1,79.5,124.9,81.5,79.2,S/D,S/D,S/D,171.5
1/6/2015 5:00,S/D,53,76.7,105.9,71.9,65.9,S/D,S/D,S/D,234.6
1/6/2015 6:00,S/D,56.8,94.6,170.7,96.5,98.3,S/D,S/D,S/D,352.9
1/6/2015 7:00,S/D,260.8,173.5,237.6,151.1,165.1,S/D,S/D,S/D,502.9
1/6/2015 8:00,S/D,814.1,371.7,367.4,196.5,274.6,S/D,S/D,S/D,627.4
1/6/2015 9:00,S/D,1022,446.3,511.6,272.8,373.2,S/D,S/D,S/D,561
1/6/2015 10:00,488.7,781.1,333.3,588.8,321.9,440.2,S/D,S/D,S/D,664.5
1/6/2015 11:00,1388.2,628,279.1,473.9,269.8,458.7,S/D,S/D,S/D,407.9
1/6/2015 12:00,1061.6,646.5,274.4,406.8,243.1,413.9,S/D,S/D,S/D,498.5
1/6/2015 13:00,936.3,631,256.4,371.3,238.2,313.5,S/D,S/D,S/D,490.1
1/6/2015 14:00,795.7,574.7,242.8,320,209,228.6,S/D,S/D,S/D,485.9
1/6/2015 15:00,728.2,426.5,232.9,321.1,169,236.6,S/D,S/D,S/D,483.7
1/6/2015 16:00,795.8,497,256.4,292.7,193.9,246.3,S/D,S/D,S/D,481.6
1/6/2015 17:00,721.7,517.8,264.4,295.8,178.7,180.8,S/D,S/D,S/D,683.3
1/6/2015 18:00,770.7,697.5,335.1,366.5,188.6,264.2,S/D,S/D,S/D,1330.9
1/6/2015 19:00,866.9,700.3,488.5,408,207.3,272.1,S/D,S/D,S/D,850.4
1/6/2015 20:00,1023.3,812.5,447.2,483.9,242.6,314.8,S/D,S/D,S/D,955.5
1/6/2015 21:00,1125,678,416,520.8,248.5,374.1,S/D,S/D,S/D,859.9
1/6/2015 22:00,1282.8,559,282.8,486.3,214.4,361.2,S/D,S/D,S/D,824.9
1/6/2015 23:00,879.7,438,305.6,378.2,230.2,330.2,S/D,S/D,S/D,721.7
1/7/2015 0:00,790.3,252.9,238.3,294.7,211.7,263.8,S/D,S/D,S/D,600.9
1/7/2015 1:00,705.3,181.8,157.7,209.8,108,197.7,S/D,S/D,S/D,438.4
1/7/2015 2:00,615.4,111,138.8,157.7,74.6,144.2,S/D,S/D,S/D,301.6
1/7/2015 3:00,558.7,45.7,85.2,128.8,86.2,96.7,S/D,S/D,S/D,291.5
1/7/2015 4:00,488.4,57.2,82.3,108.2,55.1,64.1,S/D,S/D,S/D,194.6
1/7/2015 5:00,462.5,23.1,72.6,114,82.8,73.5,S/D,S/D,S/D,329.1
1/7/2015 6:00,450.7,73.5,105,116.3,100.5,73.3,S/D,S/D,S/D,401
1/7/2015 7:00,687.1,304.5,170.5,263.7,137.9,186.2,S/D,S/D,S/D,624.7
1/7/2015 8:00,1026.9,765.1,384.6,492.2,213.2,259.2,S/D,S/D,S/D,698.3
1/7/2015 9:00,1145.9,1231.6,452.3,577.9,293.9,403.2,S/D,S/D,S/D,585.6
1/7/2015 10:00,1053.4,741.1,427.9,658.6,278.3,570.7,S/D,S/D,S/D,657.9
1/7/2015 11:00,1169.4,666.8,295.2,509.6,245.8,518.4,S/D,S/D,S/D,337.2
1/7/2015 12:00,950.1,535.1,266.5,406.4,178.6,342.9,S/D,S/D,S/D,420.3
1/7/2015 13:00,789.9,524.5,252.1,402.8,191,287.8,S/D,S/D,S/D,376.7
1/7/2015 14:00,753.6,401.7,252.8,385.9,165.6,308.8,S/D,S/D,S/D,319.8
1/7/2015 15:00,650.6,400.5,224.6,298.9,134.2,259.7,S/D,S/D,S/D,293.5
1/7/2015 16:00,614.4,615.8,256.1,290.6,167.7,222.4,S/D,S/D,S/D,281.5
1/7/2015 17:00,625,670.9,261.6,289.8,181.1,187.6,S/D,S/D,S/D,479.4
1/7/2015 18:00,628.5,663.4,327.5,318.7,206.1,198.7,S/D,S/D,S/D,574
1/7/2015 19:00,690.6,712.1,388.6,352.7,233.3,248.3,S/D,S/D,S/D,846.9
1/7/2015 20:00,845.8,669.4,449.8,429.6,239.4,279.1,S/D,S/D,S/D,1021.1
1/7/2015 21:00,897.8,540.6,354.3,447.3,246,269.6,S/D,S/D,S/D,860.8
1/7/2015 22:00,981.2,532.9,330,423,290.4,308.9,S/D,S/D,S/D,763
1/7/2015 23:00,821.4,447.1,300.6,396.6,286,331,S/D,S/D,S/D,783.5
1/8/2015 0:00,778.4,330,230.5,293.7,288,292.4,S/D,S/D,S/D,548.8
1/8/2015 1:00,653.3,259.8,196.4,237.8,200,239.4,S/D,S/D,S/D,436.9
1/8/2015 2:00,545.4,108.8,106.4,191.5,143.5,187.9,S/D,S/D,S/D,306.6
1/8/2015 3:00,543.9,93.6,91,185.1,127.1,156.1,S/D,S/D,S/D,200
1/8/2015 4:00,550,77.7,77.6,319.8,121.7,165.9,S/D,S/D,S/D,150
1/8/2015 5:00,614.8,81.9,67.3,263,153.8,163.6,S/D,S/D,S/D,148.6
1/8/2015 6:00,746,75.3,97.9,263.8,167.6,199.8,S/D,S/D,S/D,263.6
1/8/2015 7:00,848.9,338.9,145.5,325.3,194,254.3,S/D,S/D,S/D,407.8
1/8/2015 8:00,889.5,828,367.1,487.7,257.3,302.3,S/D,S/D,S/D,657
1/8/2015 9:00,1163.1,691,476.7,594.2,306.6,433.2,S/D,S/D,S/D,390.5
1/8/2015 10:00,1072.5,825.1,531.2,601,477.9,477.7,S/D,S/D,S/D,351.7
1/8/2015 11:00,1063.6,569.6,361.9,528.4,422.4,552.1,S/D,S/D,S/D,264.2
1/8/2015 12:00,997.5,430.9,283.5,428.9,293,420,S/D,S/D,S/D,180
1/8/2015 13:00,821.4,384.2,240.9,348.1,198.5,295.7,S/D,S/D,S/D,117.5
1/8/2015 14:00,732.9,419.9,257.5,331.2,163,245.2,S/D,S/D,S/D,145
1/8/2015 15:00,686.4,459.3,231.8,356.8,146.2,226.4,S/D,S/D,S/D,148.7
1/8/2015 16:00,692.6,498.6,255.5,337.6,161.3,224.2,S/D,S/D,S/D,129.9
1/8/2015 17:00,718.1,596,271.5,442.4,204.2,273,S/D,S/D,S/D,257.5
1/8/2015 18:00,787.3,851.9,320.3,518.2,238.3,396.2,S/D,S/D,S/D,385.4
1/8/2015 19:00,845.5,951.4,434.8,602.5,321.2,458.5,S/D,S/D,S/D,763.8
1/8/2015 20:00,1161,861.1,411.5,700.3,378.5,608.1,S/D,S/D,S/D,492.7
1/8/2015 21:00,1107.9,859.2,444.1,729.7,397.1,648.5,S/D,S/D,S/D,395.1
1/8/2015 22:00,1167.8,686.1,589.3,913.2,510,670.1,S/D,S/D,S/D,603.3
1/8/2015 23:00,1298.3,610.5,374.9,813,516.1,897.7,S/D,S/D,S/D,419.7
1/9/2015 0:00,1042,370.1,260.2,528.7,337.2,707,S/D,S/D,S/D,492.2
1/9/2015 1:00,826.8,257.4,187.2,331.9,226.1,464.8,S/D,S/D,S/D,448.6
1/9/2015 2:00,794.6,159.8,144.8,393.6,198.1,378.9,S/D,S/D,S/D,308.9
1/9/2015 3:00,736.7,143.3,95.6,331.2,149.2,334.3,S/D,S/D,S/D,446.3
1/9/2015 4:00,639.7,114.2,91.7,263.1,154.1,255.1,S/D,S/D,S/D,351.7
1/9/2015 5:00,611.8,127.6,93.6,243.1,164.3,235.5,S/D,S/D,S/D,412.4
1/9/2015 6:00,876.4,118.9,109.6,332.3,187.1,243.7,S/D,S/D,S/D,416.6
1/9/2015 7:00,926.2,383.5,161.6,556.5,257.7,312.5,S/D,S/D,S/D,624.8
1/9/2015 8:00,1141.8,748.1,348.1,735.4,363.7,417,S/D,S/D,S/D,577.3
1/9/2015 9:00,1287.9,616.9,503.2,852,440.8,553.4,S/D,S/D,S/D,643.3
1/9/2015 10:00,1353.7,920.9,569.7,988.1,538.8,723,S/D,S/D,S/D,495.3
1/9/2015 11:00,1369.5,704.7,434.5,927.6,372.6,772.9,S/D,S/D,S/D,359.3
1/9/2015 12:00,1312.6,608.1,491.4,761.2,324,673.4,S/D,S/D,S/D,275.1
1/9/2015 13:00,955.3,490.6,313.8,580.9,S/D,474.3,S/D,S/D,S/D,227.4
1/9/2015 14:00,789,481.2,270.6,448.8,S/D,339.9,S/D,S/D,S/D,166.6
1/9/2015 15:00,718.9,408.9,249.3,436.8,S/D,290.3,S/D,S/D,S/D,144
1/9/2015 16:00,686.5,558.8,278.8,421.5,S/D,234.7,S/D,S/D,S/D,122.6
1/9/2015 17:00,699.1,601.6,362.6,465.1,S/D,304.5,S/D,S/D,S/D,122.8
1/9/2015 18:00,806,936.6,337.1,517.3,S/D,393.2,S/D,S/D,S/D,221
1/9/2015 19:00,861,974,355.8,618.6,S/D,526.7,S/D,S/D,S/D,246.3
1/9/2015 20:00,974.2,929.9,446.3,784.5,S/D,558,S/D,S/D,S/D,234.1
1/9/2015 21:00,920.1,1030.7,510.9,841.3,S/D,648.7,S/D,S/D,S/D,486.1
1/9/2015 22:00,1098.6,789.4,383.3,897.2,S/D,777.5,S/D,S/D,S/D,456.8
1/9/2015 23:00,1238.5,598.9,332,696.7,S/D,783.3,S/D,S/D,S/D,353.9
1/10/2015 0:00,1168.2,470.5,254.4,553.7,S/D,695.2,S/D,S/D,S/D,303.8
1/10/2015 1:00,862.2,210.4,139.1,362.8,S/D,493.6,S/D,S/D,S/D,253.3
1/10/2015 2:00,572.4,162.7,137.7,157,S/D,224.5,S/D,S/D,S/D,296.4
1/10/2015 3:00,470.6,120.1,126.6,174.8,S/D,137.9,S/D,S/D,S/D,241.4
1/10/2015 4:00,502.2,91,101.8,154.8,S/D,168.2,S/D,S/D,S/D,202.5
1/10/2015 5:00,466.3,129.8,120.5,167.2,S/D,142.1,S/D,S/D,S/D,216.7
1/10/2015 6:00,512.7,114.4,96.8,217.5,S/D,165.7,S/D,S/D,S/D,298.9
1/10/2015 7:00,754.4,155.5,131.8,363.2,S/D,192.7,S/D,S/D,S/D,404.9
1/10/2015 8:00,887.8,460.6,302.7,476,S/D,304.2,S/D,S/D,S/D,328.7
1/10/2015 9:00,982.9,571.8,322.5,514.5,S/D,390,S/D,S/D,S/D,385.2
1/10/2015 10:00,1045.3,542,364,529.3,S/D,553.6,S/D,S/D,S/D,341.4
1/10/2015 11:00,1036.1,497.8,299.7,455.5,S/D,491.7,S/D,S/D,S/D,264
1/10/2015 12:00,857.8,461.4,268.8,S/D,S/D,378.2,S/D,S/D,S/D,331
1/10/2015 13:00,845.1,473.7,288,S/D,S/D,321.7,S/D,S/D,S/D,232.6
1/10/2015 14:00,767.2,427.7,292.3,S/D,S/D,278,S/D,S/D,S/D,144.9
1/10/2015 15:00,686.3,439.9,234.6,S/D,S/D,290.5,S/D,S/D,S/D,118.9
1/10/2015 16:00,572.9,407.3,206.2,S/D,S/D,244.4,S/D,S/D,S/D,257.3
1/10/2015 17:00,545.9,379.8,205.7,S/D,S/D,181,S/D,S/D,S/D,329.7
1/10/2015 18:00,666.7,476.1,221.8,S/D,S/D,214.8,S/D,S/D,S/D,640.1
1/10/2015 19:00,693.3,476.7,238.7,S/D,S/D,261.6,S/D,S/D,S/D,787.4
1/10/2015 20:00,898.5,635.7,332.7,S/D,S/D,328.3,S/D,S/D,S/D,819.5
1/10/2015 21:00,889.8,695.5,316.8,S/D,S/D,383.4,S/D,S/D,S/D,1017.1
1/10/2015 22:00,847.9,537.7,275.1,S/D,S/D,345.9,S/D,S/D,S/D,923.1
1/10/2015 23:00,1004.4,484.4,271.7,S/D,S/D,324.1,S/D,S/D,S/D,755.7
1/11/2015 0:00,1052,345.6,201.5,S/D,S/D,289.6,S/D,S/D,S/D,672.2
1/11/2015 1:00,806.1,360.3,153.3,S/D,S/D,268.6,S/D,S/D,S/D,449.4
1/11/2015 2:00,720.1,240.6,125,S/D,S/D,231.6,S/D,S/D,S/D,293.6
1/11/2015 3:00,624.4,157.1,113.4,S/D,S/D,200.6,S/D,S/D,S/D,247.7
1/11/2015 4:00,606.9,173.9,129.9,S/D,S/D,166.2,S/D,S/D,S/D,252.4
1/11/2015 5:00,657.1,94.9,129.6,S/D,S/D,167.6,S/D,S/D,S/D,287.5
1/11/2015 6:00,632.8,130.6,106.5,S/D,S/D,181.8,S/D,S/D,S/D,285.2
1/11/2015 7:00,638.4,166.6,124.3,S/D,S/D,297.6,S/D,S/D,S/D,385.8
1/11/2015 8:00,733.5,234.4,150.8,S/D,S/D,336.5,S/D,S/D,S/D,297.7
1/11/2015 9:00,818.1,249.9,201,S/D,S/D,371,S/D,S/D,S/D,343.8
1/11/2015 10:00,907.1,246.8,222.8,S/D,S/D,385.4,S/D,S/D,S/D,282.8
1/11/2015 11:00,879.7,267.4,217.6,S/D,S/D,432.6,S/D,S/D,S/D,270
1/11/2015 12:00,775,251.6,205,S/D,S/D,341.2,S/D,S/D,S/D,237.2
1/11/2015 13:00,633.8,261.9,191.8,S/D,S/D,263.2,S/D,S/D,S/D,224.1
1/11/2015 14:00,638,293.2,190.6,S/D,S/D,214.9,S/D,S/D,S/D,196.5
1/11/2015 15:00,565.3,259.6,183.2,S/D,S/D,219.5,S/D,S/D,S/D,183.8
1/11/2015 16:00,545.6,227,166.3,S/D,S/D,169.5,S/D,S/D,S/D,261.3
1/11/2015 17:00,590.4,203,170.8,S/D,S/D,134.8,S/D,S/D,S/D,466.7
1/11/2015 18:00,631.9,348.7,213.7,S/D,S/D,153.4,S/D,S/D,S/D,773.6
1/11/2015 19:00,638.4,463.7,221.8,S/D,S/D,188,S/D,S/D,S/D,858.6
1/11/2015 20:00,663.1,408.6,267.5,S/D,S/D,218.6,S/D,S/D,S/D,909
1/11/2015 21:00,818.2,352,229.9,S/D,S/D,242.6,S/D,S/D,S/D,527
1/11/2015 22:00,770.4,382.7,231.6,S/D,S/D,213.3,S/D,S/D,S/D,470.7
1/11/2015 23:00,748.1,268.5,212.4,S/D,S/D,266.3,S/D,S/D,S/D,385.5
1/12/2015 0:00,650.8,172.3,191.6,S/D,S/D,235.2,S/D,S/D,S/D,334.4
1/12/2015 1:00,592.5,118.3,158.4,S/D,S/D,169.4,S/D,S/D,S/D,217.2
1/12/2015 2:00,536.7,40.8,101.3,S/D,S/D,132,S/D,S/D,S/D,238
1/12/2015 3:00,441.5,19.2,83.6,S/D,S/D,74.3,S/D,S/D,S/D,138.1
1/12/2015 4:00,457.6,25.1,76.5,S/D,S/D,82.8,S/D,S/D,S/D,111.4
1/12/2015 5:00,439.3,33.6,76.2,S/D,S/D,88,S/D,S/D,S/D,124.3
1/12/2015 6:00,446.4,118,86.6,S/D,S/D,88.5,S/D,S/D,S/D,325.4
1/12/2015 7:00,704.1,314.5,149.4,S/D,S/D,104.2,S/D,S/D,S/D,500.2
1/12/2015 8:00,984.1,750.7,351.4,S/D,S/D,224.7,S/D,S/D,S/D,499.8
1/12/2015 9:00,1041.2,916.3,615.6,S/D,S/D,354.5,S/D,S/D,S/D,406.3
1/12/2015 10:00,1055,711.3,490.6,S/D,S/D,434.2,S/D,S/D,S/D,312.6
1/12/2015 11:00,1116.9,533.4,389.3,S/D,S/D,437.9,S/D,S/D,S/D,169.6
1/12/2015 12:00,978.8,442.7,308.8,S/D,S/D,363.5,S/D,S/D,S/D,98.2
1/12/2015 13:00,857,389.5,323.8,S/D,S/D,265.6,S/D,S/D,S/D,26.7
1/12/2015 14:00,769.8,396.4,259.3,S/D,S/D,211.9,S/D,S/D,S/D,273.5
1/12/2015 15:00,699.7,358,242.6,S/D,S/D,217.5,S/D,S/D,S/D,146.3
1/12/2015 16:00,683.4,451,237.4,S/D,S/D,180.2,S/D,S/D,S/D,111.5
