FECHA,HORA,TEMPERATURA MEDIA (°C),HUMEDAD RELATIVA (%),PRECIPITACION (mm),VELOCIDAD_VIENTO (m/s),DIRECCIÓN_VIENTO (°),RADIACIÓN SOLAR TOTAL (Wh/m²)
10/25/2016,12:00:00,18.8,69.8,0.0,2.6,282,1076.3
10/25/2016,13:00:00,20.4,64.4,0.0,1.9,236,2023.2
10/25/2016,14:00:00,21.3,60.9,0.0,2.8,277,3118.2
10/25/2016,15:00:00,21.3,64.7,0.0,3.4,196,2530.3
10/25/2016,16:00:00,18.9,74.2,0.0,3.6,207,1113.4
10/25/2016,17:00:00,18.1,78.2,0.0,2.8,200,277.1
10/25/2016,18:00:00,17.7,79.3,0.0,2.5,194,81.8
10/25/2016,19:00:00,17.6,76.8,0.0,2.1,204,0.9
10/25/2016,20:00:00,17.9,76.9,0.0,1.2,196,0.0
10/25/2016,21:00:00,17.8,77.0,0.0,1.2,216,0.0
10/25/2016,22:00:00,17.2,80.0,0.0,1.8,186,0.0
10/25/2016,23:00:00,16.8,81.6,0.0,1.6,213,0.0
10/26/2016,0:00:00,16.3,83.3,0.0,0.2,162,0.0
10/26/2016,1:00:00,16.3,82.6,0.0,0.4,97,0.0
10/26/2016,2:00:00,16.2,83.2,0.0,0.7,189,0.0
10/26/2016,3:00:00,16.5,83.4,0.0,1.1,168,0.0
10/26/2016,4:00:00,16.6,83.0,0.0,0.8,154,0.0
10/26/2016,5:00:00,16.7,82.3,0.0,1.0,83,0.0
10/26/2016,6:00:00,16.6,82.2,0.0,0.5,208,7.0
10/26/2016,7:00:00,17.0,84.8,0.0,1.0,191,101.5
10/26/2016,8:00:00,16.7,88.4,0.0,1.6,202,220.3
10/26/2016,9:00:00,16.9,86.7,0.0,1.9,218,396.3
10/26/2016,10:00:00,16.9,87.5,0.0,1.9,199,399.6
10/26/2016,11:00:00,17.1,83.5,0.0,2.3,210,591.7
10/26/2016,12:00:00,18.4,74.8,0.0,1.7,216,1030.2
10/26/2016,13:00:00,19.9,68.9,0.0,1.8,213,1606.3
10/26/2016,14:00:00,21.2,64.0,0.0,2.3,228,2596.6
10/26/2016,15:00:00,21.7,62.0,0.0,3.0,193,2404.6
10/26/2016,16:00:00,21.7,62.2,0.0,2.5,209,1677.6
10/26/2016,17:00:00,20.9,65.6,0.0,2.2,213,841.5
10/26/2016,18:00:00,19.1,73.2,0.0,2.6,193,210.4
10/26/2016,19:00:00,17.8,79.8,0.0,2.2,218,2.0
10/26/2016,20:00:00,17.5,81.9,0.0,1.8,207,0.0
10/26/2016,21:00:00,17.3,83.1,0.0,0.9,213,0.0
10/26/2016,22:00:00,17.2,84.9,0.0,1.7,200,0.0
10/26/2016,23:00:00,16.5,88.8,0.0,1.9,199,0.0
10/27/2016,0:00:00,16.5,89.0,0.0,1.4,222,0.0
10/27/2016,1:00:00,16.4,90.0,0.0,1.5,184,0.0
10/27/2016,2:00:00,16.2,90.6,0.0,1.3,193,0.0
10/27/2016,3:00:00,15.9,92.2,0.0,1.5,196,0.0
10/27/2016,4:00:00,15.8,92.7,0.0,1.4,188,0.0
10/27/2016,5:00:00,15.3,94.5,0.0,1.7,200,0.0
10/27/2016,6:00:00,15.3,94.8,0.0,1.5,214,0.9
10/27/2016,7:00:00,15.1,95.1,0.0,2.1,205,50.0
10/27/2016,8:00:00,15.3,93.5,0.0,1.6,197,181.9
10/27/2016,9:00:00,16.0,89.2,0.0,1.7,197,379.4
10/27/2016,10:00:00,16.6,84.4,0.0,1.4,184,407.2
10/27/2016,11:00:00,17.1,81.9,0.0,1.9,202,570.6
10/27/2016,12:00:00,17.5,78.1,0.0,1.4,220,679.1
10/27/2016,13:00:00,18.1,77.1,0.0,1.5,196,808.3
10/27/2016,14:00:00,19.0,73.6,0.0,2.2,202,1169.6
10/27/2016,15:00:00,20.0,68.4,0.0,1.9,211,1659.7
10/27/2016,16:00:00,20.0,68.7,0.0,2.6,191,1265.4
10/27/2016,17:00:00,18.4,72.0,0.0,2.8,198,646.2
10/27/2016,18:00:00,17.6,76.8,0.0,2.8,196,175.2
10/27/2016,19:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/27/2016,20:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/27/2016,21:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/27/2016,22:00:00,16.7,81.4,S/D,1.4,196,0.0
10/27/2016,23:00:00,16.5,82.3,0.0,1.1,150,0.0
10/28/2016,0:00:00,16.6,81.1,0.0,1.0,177,0.0
10/28/2016,1:00:00,16.4,82.5,0.0,1.1,243,0.0
10/28/2016,2:00:00,16.5,82.8,0.0,1.2,209,0.0
10/28/2016,3:00:00,16.3,84.4,0.0,1.3,199,0.0
10/28/2016,4:00:00,16.1,84.8,0.0,1.2,193,0.0
10/28/2016,5:00:00,15.9,85.8,0.0,1.1,184,0.0
10/28/2016,6:00:00,15.9,85.6,0.0,1.2,215,9.5
10/28/2016,7:00:00,16.1,85.0,0.0,1.6,237,108.1
10/28/2016,8:00:00,16.6,83.0,0.0,1.3,191,227.5
10/28/2016,9:00:00,17.0,82.1,0.0,1.8,244,483.8
10/28/2016,10:00:00,18.6,78.1,0.0,2.7,205,1410.8
10/28/2016,11:00:00,19.2,75.3,0.0,3.5,201,2809.4
10/28/2016,12:00:00,19.8,71.0,0.0,3.3,203,3191.3
10/28/2016,13:00:00,20.5,68.2,0.0,2.8,207,3216.5
10/28/2016,14:00:00,21.3,63.1,0.0,3.4,201,2943.8
10/28/2016,15:00:00,20.7,64.4,0.0,3.0,191,2344.9
10/28/2016,16:00:00,19.4,73.6,0.0,3.5,208,1462.0
10/28/2016,17:00:00,18.2,79.4,0.0,2.7,199,339.8
10/28/2016,18:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/28/2016,19:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/28/2016,20:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/28/2016,21:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/28/2016,22:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/28/2016,23:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,0:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,1:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,2:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,3:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,4:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,5:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,6:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,7:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,8:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,9:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,10:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,11:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,12:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,13:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,14:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,15:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,16:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,17:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,18:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,19:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,20:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,21:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,22:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/29/2016,23:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,0:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,1:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,2:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,3:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,4:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,5:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,6:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,7:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,8:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,9:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,10:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,11:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,12:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,13:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,14:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,15:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,16:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,17:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,18:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,19:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,20:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,21:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,22:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/30/2016,23:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,0:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,1:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,2:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,3:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,4:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,5:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,6:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,7:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,8:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,9:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,10:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,11:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,12:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,13:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,14:00:00,S/D,S/D,S/D,S/D,S/D,S/D
10/31/2016,15:00:00,21.2,59.4,S/D,3.2,204,1286.0
10/31/2016,16:00:00,20.7,64.1,0.0,3.5,198,1779.2
10/31/2016,17:00:00,20.0,67.4,0.0,3.0,209,884.8
10/31/2016,18:00:00,18.9,67.5,0.0,2.5,201,211.0
10/31/2016,19:00:00,17.9,71.7,0.0,3.2,207,2.0
10/31/2016,20:00:00,17.1,76.8,0.0,2.8,209,0.0
10/31/2016,21:00:00,16.8,79.2,0.0,1.5,214,0.0
10/31/2016,22:00:00,16.4,80.7,0.0,0.6,293,0.0
10/31/2016,23:00:00,16.3,80.2,0.0,0.5,168,0.0
11/1/2016,0:00:00,16.2,85.1,0.0,1.3,196,0.0
11/1/2016,1:00:00,16.1,84.8,0.0,0.5,171,0.0
11/1/2016,2:00:00,16.6,84.0,0.0,1.1,199,0.0
11/1/2016,3:00:00,16.8,78.0,0.0,1.9,157,0.0
11/1/2016,4:00:00,16.8,82.4,0.0,1.7,204,0.0
11/1/2016,5:00:00,16.7,81.6,0.0,1.5,201,0.0
11/1/2016,6:00:00,16.9,77.0,0.0,0.9,90,5.0
11/1/2016,7:00:00,16.9,77.4,0.0,0.8,77,85.3
11/1/2016,8:00:00,17.3,78.9,0.0,1.5,225,235.5
11/1/2016,9:00:00,17.9,75.6,0.0,1.1,224,533.1
11/1/2016,10:00:00,19.3,69.8,0.0,2.4,191,1535.3
11/1/2016,11:00:00,20.1,65.3,0.0,3.1,213,3239.8
11/1/2016,12:00:00,21.5,60.7,0.0,3.5,207,3203.7
11/1/2016,13:00:00,21.7,58.2,0.0,3.1,203,3439.3
11/1/2016,14:00:00,21.4,59.6,0.0,3.9,214,3148.3
11/1/2016,15:00:00,21.6,57.9,0.0,3.3,211,2601.1
11/1/2016,16:00:00,20.6,62.1,0.0,3.3,231,1826.5
11/1/2016,17:00:00,19.8,68.9,0.0,3.4,199,915.4
11/1/2016,18:00:00,18.3,72.9,0.0,3.2,202,217.1
11/1/2016,19:00:00,17.4,77.0,0.0,3.1,201,2.1
11/1/2016,20:00:00,17.0,80.8,0.0,2.1,215,0.0
11/1/2016,21:00:00,16.9,81.3,0.0,1.9,207,0.0
11/1/2016,22:00:00,16.8,80.4,0.0,1.5,207,0.0
11/1/2016,23:00:00,16.7,80.8,0.0,1.2,221,0.0
11/2/2016,0:00:00,16.2,81.4,0.0,0.5,275,0.0
11/2/2016,1:00:00,15.9,81.1,0.0,0.1,160,0.0
11/2/2016,2:00:00,15.9,81.6,0.0,0.2,49,0.0
11/2/2016,3:00:00,15.3,83.2,0.0,0.1,214,0.0
11/2/2016,4:00:00,15.3,82.9,0.0,0.1,283,0.0
11/2/2016,5:00:00,15.3,84.0,0.0,1.0,199,0.0
11/2/2016,6:00:00,15.1,88.0,0.0,1.3,211,18.4
11/2/2016,7:00:00,16.1,84.7,0.0,1.8,188,527.3
11/2/2016,8:00:00,17.8,78.0,0.0,1.5,191,1446.4
11/2/2016,9:00:00,19.0,71.0,0.0,1.9,244,2104.8
11/2/2016,10:00:00,20.1,66.1,0.0,2.4,286,1990.7
11/2/2016,11:00:00,20.5,64.3,0.0,3.4,285,3118.8
11/2/2016,12:00:00,21.0,62.5,0.0,3.6,279,2852.3
11/2/2016,13:00:00,21.2,65.0,0.0,2.6,207,3172.5
11/2/2016,14:00:00,20.6,67.8,0.0,2.8,207,2473.3
11/2/2016,15:00:00,20.9,66.0,0.0,2.6,198,2151.3
11/2/2016,16:00:00,21.4,64.8,0.0,2.3,201,1769.8
11/2/2016,17:00:00,20.8,67.7,0.0,2.5,197,871.2
11/2/2016,18:00:00,18.5,76.1,0.0,3.0,203,218.6
11/2/2016,19:00:00,17.5,79.8,0.0,2.9,204,2.8
11/2/2016,20:00:00,17.2,79.3,0.0,2.2,213,0.0
11/2/2016,21:00:00,17.0,80.7,0.0,1.4,214,0.0
11/2/2016,22:00:00,16.8,80.8,0.0,1.3,185,0.0
11/2/2016,23:00:00,16.6,82.1,0.0,1.3,183,0.0
11/3/2016,0:00:00,16.3,83.7,0.0,1.3,201,0.0
11/3/2016,1:00:00,15.9,84.7,0.0,0.2,166,0.0
11/3/2016,2:00:00,15.6,84.4,0.0,0.1,143,0.0
11/3/2016,3:00:00,16.0,82.8,0.0,0.6,171,0.0
11/3/2016,4:00:00,15.8,85.1,0.0,0.9,189,0.0
11/3/2016,5:00:00,15.5,88.7,0.0,1.2,202,0.0
11/3/2016,6:00:00,15.3,90.9,0.0,1.2,219,25.9
11/3/2016,7:00:00,16.8,84.5,0.0,0.6,176,469.8
11/3/2016,8:00:00,17.9,80.9,0.0,2.0,200,1388.3
11/3/2016,9:00:00,19.1,73.3,0.0,2.6,183,2118.8
11/3/2016,10:00:00,19.9,69.3,0.0,2.9,191,2666.2
11/3/2016,11:00:00,21.5,65.1,0.0,2.7,190,3012.7
11/3/2016,12:00:00,22.3,59.4,0.0,3.0,188,3004.4
11/3/2016,13:00:00,23.0,60.0,0.0,3.7,194,3349.1
11/3/2016,14:00:00,22.7,59.6,0.0,3.8,200,3008.4
11/3/2016,15:00:00,21.3,62.7,0.0,4.0,197,2528.5
11/3/2016,16:00:00,20.9,63.6,0.0,3.1,195,1740.6
11/3/2016,17:00:00,20.7,65.8,0.0,2.8,215,865.9
11/3/2016,18:00:00,19.0,72.4,0.0,2.5,207,221.3
11/3/2016,19:00:00,18.1,77.5,0.0,3.1,197,2.9
11/3/2016,20:00:00,17.6,78.1,0.0,2.0,185,0.0
11/3/2016,21:00:00,17.3,80.8,0.0,2.4,203,0.0
11/3/2016,22:00:00,17.0,82.4,0.0,1.8,202,0.0
11/3/2016,23:00:00,16.7,82.0,0.0,1.3,208,0.0
11/4/2016,0:00:00,16.5,81.6,0.0,1.1,182,0.0
11/4/2016,1:00:00,16.3,83.6,0.0,1.4,210,0.0
11/4/2016,2:00:00,16.1,83.8,0.0,1.0,224,0.0
11/4/2016,3:00:00,16.0,84.7,0.0,1.3,193,0.0
11/4/2016,4:00:00,15.9,85.4,0.0,1.5,204,0.0
11/4/2016,5:00:00,15.9,85.6,0.0,1.2,214,0.0
11/4/2016,6:00:00,15.9,85.8,0.0,1.5,186,17.4
11/4/2016,7:00:00,16.4,83.8,0.0,0.9,227,240.0
11/4/2016,8:00:00,17.1,81.8,0.0,1.4,202,467.4
11/4/2016,9:00:00,18.8,73.4,0.0,1.6,217,1688.6
11/4/2016,10:00:00,20.3,68.1,0.0,2.7,206,2635.9
11/4/2016,11:00:00,21.8,62.2,0.0,2.8,195,2966.1
11/4/2016,12:00:00,23.1,58.2,0.0,3.2,199,2882.9
11/4/2016,13:00:00,23.3,59.1,0.0,4.0,199,2995.2
11/4/2016,14:00:00,22.5,62.0,0.0,3.6,202,2654.7
11/4/2016,15:00:00,21.3,67.0,0.0,3.6,200,1975.8
11/4/2016,16:00:00,20.9,66.5,0.0,3.2,202,1274.0
11/4/2016,17:00:00,20.3,69.3,0.0,2.7,196,671.5
11/4/2016,18:00:00,18.8,74.9,0.0,2.3,205,201.2
11/4/2016,19:00:00,18.3,77.4,0.0,1.6,213,7.6
11/4/2016,20:00:00,18.0,79.2,0.0,2.1,200,0.0
11/4/2016,21:00:00,17.6,81.9,0.0,1.4,227,0.0
11/4/2016,22:00:00,17.5,82.8,0.0,2.0,193,0.0
11/4/2016,23:00:00,17.0,86.2,0.0,2.1,202,0.0
11/5/2016,0:00:00,16.9,86.5,0.0,1.8,206,0.0
11/5/2016,1:00:00,16.7,86.2,0.0,1.2,199,0.0
11/5/2016,2:00:00,16.6,87.7,0.0,1.6,192,0.0
11/5/2016,3:00:00,16.7,87.1,0.0,1.5,217,0.0
11/5/2016,4:00:00,16.7,87.4,0.0,1.4,194,0.0
11/5/2016,5:00:00,16.7,87.0,0.0,0.8,193,0.0
11/5/2016,6:00:00,16.7,86.6,0.0,1.6,204,8.1
11/5/2016,7:00:00,17.0,85.2,0.0,1.5,207,176.7
11/5/2016,8:00:00,17.3,83.8,0.0,1.5,213,391.7
11/5/2016,9:00:00,19.0,76.4,0.0,2.1,209,1463.3
11/5/2016,10:00:00,19.5,71.9,0.0,2.3,196,1875.1
11/5/2016,11:00:00,20.0,69.6,0.0,3.0,194,2130.9
11/5/2016,12:00:00,21.4,64.0,0.0,3.3,202,2896.4
11/5/2016,13:00:00,21.1,66.8,0.0,3.5,197,2345.8
11/5/2016,14:00:00,20.2,68.1,0.0,3.5,192,1797.8
11/5/2016,15:00:00,20.3,67.4,0.0,3.0,213,1517.3
11/5/2016,16:00:00,20.1,67.3,0.0,2.5,205,1041.7
11/5/2016,17:00:00,19.0,73.4,0.0,2.9,208,555.1
11/5/2016,18:00:00,18.0,76.6,0.0,3.3,193,169.3
11/5/2016,19:00:00,17.0,81.3,0.0,3.2,201,10.0
11/5/2016,20:00:00,17.2,80.6,0.0,2.5,202,0.0
11/5/2016,21:00:00,17.2,79.9,0.0,2.7,203,0.0
11/5/2016,22:00:00,17.2,80.7,0.0,2.0,204,0.0
11/5/2016,23:00:00,17.2,80.4,0.0,1.6,215,0.0
11/6/2016,0:00:00,17.1,81.5,0.0,1.5,208,0.0
11/6/2016,1:00:00,16.9,82.0,0.0,1.4,186,0.0
11/6/2016,2:00:00,16.7,83.1,0.0,1.9,204,0.0
11/6/2016,3:00:00,16.5,84.3,0.0,1.6,187,0.0
11/6/2016,4:00:00,16.4,83.8,0.0,1.5,205,0.0
11/6/2016,5:00:00,16.2,85.2,0.0,1.8,208,0.0
11/6/2016,6:00:00,16.2,85.9,0.0,1.9,193,17.5
11/6/2016,7:00:00,16.3,85.2,0.0,1.3,181,99.0
11/6/2016,8:00:00,16.7,83.9,0.0,2.3,290,194.7
11/6/2016,9:00:00,16.8,82.8,0.0,2.1,291,384.7
11/6/2016,10:00:00,17.1,81.7,0.0,1.5,275,531.3
11/6/2016,11:00:00,17.9,78.8,0.0,1.8,228,651.8
11/6/2016,12:00:00,17.9,77.3,0.0,1.8,186,725.5
11/6/2016,13:00:00,18.1,77.9,0.0,2.3,192,552.5
11/6/2016,14:00:00,18.5,73.3,0.0,1.7,180,633.9
11/6/2016,15:00:00,18.9,71.6,0.0,2.0,194,652.1
11/6/2016,16:00:00,18.8,71.2,0.0,2.6,222,601.6
11/6/2016,17:00:00,18.4,73.7,0.0,2.8,207,495.2
11/6/2016,18:00:00,17.8,77.4,0.0,2.6,212,195.7
11/6/2016,19:00:00,17.5,77.5,0.0,2.3,202,3.3
11/6/2016,20:00:00,17.2,80.7,0.0,1.8,229,0.0
11/6/2016,21:00:00,17.1,81.9,0.0,2.2,179,0.0
11/6/2016,22:00:00,17.1,81.5,0.0,1.4,216,0.0
11/6/2016,23:00:00,17.2,79.4,0.0,1.7,211,0.0
11/7/2016,0:00:00,17.3,78.7,0.0,1.7,191,0.0
11/7/2016,1:00:00,17.2,79.0,0.0,1.7,172,0.0
11/7/2016,2:00:00,17.2,79.1,0.0,1.2,181,0.0
11/7/2016,3:00:00,17.0,79.7,0.0,1.2,201,0.0
11/7/2016,4:00:00,16.8,80.3,0.0,0.6,178,0.0
11/7/2016,5:00:00,16.2,81.1,0.0,0.1,202,0.0
11/7/2016,6:00:00,16.2,81.0,0.0,0.4,156,16.2
11/7/2016,7:00:00,17.0,80.7,0.0,1.3,201,244.9
11/7/2016,8:00:00,18.6,74.1,0.0,1.1,194,949.2
11/7/2016,9:00:00,20.5,65.8,0.0,2.1,201,2187.2
11/7/2016,10:00:00,S/D,61.0,0.0,2.5,209,2695.5
11/7/2016,11:00:00,S/D,60.4,0.0,3.4,191,3047.0
11/7/2016,12:00:00,23.4,55.0,0.0,3.5,211,2963.0
11/7/2016,13:00:00,S/D,54.7,0.0,3.7,194,3337.0
11/7/2016,14:00:00,23.3,54.9,0.0,3.5,197,3018.4
11/7/2016,15:00:00,22.6,56.4,0.0,3.8,184,2487.7
11/7/2016,16:00:00,22.3,58.3,0.0,3.2,204,1757.3
11/7/2016,17:00:00,21.3,62.3,0.0,3.5,198,912.4
11/7/2016,18:00:00,S/D,69.8,0.0,3.5,197,262.1
11/7/2016,19:00:00,S/D,73.4,0.0,3.5,197,6.4
11/7/2016,20:00:00,17.8,76.1,0.0,1.9,217,0.0
11/7/2016,21:00:00,17.8,76.8,0.0,0.9,217,0.0
11/7/2016,22:00:00,17.8,76.0,0.0,0.6,185,0.0
11/7/2016,23:00:00,17.7,76.5,0.0,0.5,210,0.0
11/8/2016,0:00:00,17.3,81.3,0.0,1.6,197,0.0
11/8/2016,1:00:00,16.8,83.9,0.0,1.8,196,0.0
11/8/2016,2:00:00,16.5,85.3,0.0,0.7,220,0.0
11/8/2016,3:00:00,16.6,85.4,0.0,0.6,230,0.0
11/8/2016,4:00:00,16.1,85.6,0.0,0.1,140,0.0
11/8/2016,5:00:00,16.4,85.9,0.0,0.5,226,0.0
11/8/2016,6:00:00,16.4,85.2,0.0,0.9,190,19.7
11/8/2016,7:00:00,17.9,80.7,0.0,1.1,196,465.0
11/8/2016,8:00:00,19.8,71.3,0.0,0.6,169,1325.7
11/8/2016,9:00:00,21.7,63.1,0.0,2.0,206,2130.9
11/8/2016,10:00:00,23.3,57.8,0.0,2.4,199,2637.1
11/8/2016,11:00:00,23.7,59.3,0.0,3.6,191,2957.2
11/8/2016,12:00:00,23.6,56.5,0.0,3.6,193,2916.5
11/8/2016,13:00:00,24.2,58.3,0.0,3.2,200,3168.2
11/8/2016,14:00:00,23.5,59.7,0.0,3.6,193,2906.6
11/8/2016,15:00:00,23.1,59.4,0.0,3.6,193,2407.5
11/8/2016,16:00:00,22.5,65.0,0.0,3.8,189,1714.8
11/8/2016,17:00:00,20.9,70.3,0.0,3.6,206,856.6
11/8/2016,18:00:00,19.7,75.5,0.0,3.0,204,238.6
11/8/2016,19:00:00,19.3,79.1,0.0,2.2,207,4.2
11/8/2016,20:00:00,18.4,82.5,0.0,1.6,211,0.0
11/8/2016,21:00:00,18.6,81.2,0.0,2.0,190,0.0
11/8/2016,22:00:00,18.4,82.9,0.0,1.3,206,0.0
11/8/2016,23:00:00,18.5,81.5,0.0,0.7,186,0.0
11/9/2016,0:00:00,18.2,83.9,0.0,1.1,201,0.0
11/9/2016,1:00:00,18.0,85.6,0.0,1.8,196,0.0
11/9/2016,2:00:00,17.6,86.4,0.0,0.4,184,0.0
11/9/2016,3:00:00,17.8,84.4,0.0,0.8,202,0.0
11/9/2016,4:00:00,17.4,88.1,0.0,1.8,198,0.0
11/9/2016,5:00:00,16.8,91.1,0.0,1.7,206,0.0
11/9/2016,6:00:00,16.7,90.5,0.0,0.1,116,19.1
11/9/2016,7:00:00,18.7,82.6,0.0,0.3,238,472.1
11/9/2016,8:00:00,20.3,76.0,0.0,2.0,201,1338.1
11/9/2016,9:00:00,21.7,71.7,0.0,2.8,192,2131.3
11/9/2016,10:00:00,22.3,65.8,0.0,3.3,190,2622.5
11/9/2016,11:00:00,22.8,62.3,0.0,3.2,194,2956.2
11/9/2016,12:00:00,23.3,61.0,0.0,3.4,200,2834.0
11/9/2016,13:00:00,24.2,58.5,0.0,3.1,196,3187.8
11/9/2016,14:00:00,24.7,56.7,0.0,3.6,195,2940.2
11/9/2016,15:00:00,22.4,60.5,0.0,4.4,200,2448.8
11/9/2016,16:00:00,21.7,65.8,0.0,3.9,205,1751.1
11/9/2016,17:00:00,21.7,67.8,0.0,2.6,208,883.0
11/9/2016,18:00:00,20.1,73.5,0.0,2.9,194,235.1
11/9/2016,19:00:00,18.7,80.4,0.0,3.3,189,4.0
11/9/2016,20:00:00,18.1,83.6,0.0,1.8,224,0.0
11/9/2016,21:00:00,18.2,83.6,0.0,1.4,186,0.0
11/9/2016,22:00:00,18.1,84.2,0.0,1.4,224,0.0
11/9/2016,23:00:00,18.2,83.7,0.0,1.0,208,0.0
11/10/2016,0:00:00,18.0,84.3,0.0,1.0,202,0.0
11/10/2016,1:00:00,17.8,85.5,0.0,1.7,218,0.0
11/10/2016,2:00:00,17.1,88.9,0.0,1.8,201,0.0
11/10/2016,3:00:00,17.2,88.9,0.0,1.5,214,0.0
11/10/2016,4:00:00,17.3,88.5,0.0,1.0,194,0.0
11/10/2016,5:00:00,17.4,88.1,0.0,1.7,197,0.0
11/10/2016,6:00:00,16.7,91.7,0.0,1.6,210,6.5
11/10/2016,7:00:00,17.2,89.6,0.0,1.7,195,124.3
11/10/2016,8:00:00,17.9,85.6,0.0,1.4,210,387.4
11/10/2016,9:00:00,19.6,77.2,0.0,2.0,195,1134.0
11/10/2016,10:00:00,21.4,69.7,0.0,2.6,194,2559.5
11/10/2016,11:00:00,23.0,62.1,0.0,3.1,174,2888.9
11/10/2016,12:00:00,22.9,61.9,0.0,4.1,200,2926.8
11/10/2016,13:00:00,23.1,60.4,0.0,3.6,186,3202.4
11/10/2016,14:00:00,23.4,61.0,0.0,3.6,203,2905.9
11/10/2016,15:00:00,23.1,59.2,0.0,3.5,203,2444.7
11/10/2016,16:00:00,21.8,66.5,0.0,4.0,194,1741.0
