FECHA,HORA,TEMPERATURA MEDIA (°C),HUMEDAD RELATIVA (%),PRECIPITACION (mm),VELOCIDAD_VIENTO(m/s),DIRECCIÓN_VIENTO (°),RADIACIÓN SOLAR TOTAL (Wh/m²)
9/19/2016,13:00:00,21.1,66.7,S/D,2.7,247,1871.1
9/19/2016,14:00:00,22.6,62.9,S/D,1.3,174,2446.4
9/19/2016,15:00:00,20.9,67.9,S/D,2.3,242,1838.4
9/19/2016,16:00:00,20.4,68.8,S/D,1.7,232,197.8
9/19/2016,17:00:00,18.5,76.3,S/D,1.6,230,642.8
9/19/2016,18:00:00,16.9,85.7,S/D,1.6,244,186.0
9/19/2016,19:00:00,16.4,88.1,S/D,1.6,243,1.5
9/19/2016,20:00:00,16.3,88.2,S/D,0.9,231,0.0
9/19/2016,21:00:00,17.0,85.7,S/D,0.9,244,0.0
9/19/2016,22:00:00,15.9,91.2,S/D,1.6,239,0.0
9/19/2016,23:00:00,15.5,94.4,S/D,1.2,241,0.0
9/20/2016,0:00:00,15.3,94.3,S/D,0.5,238,0.0
9/20/2016,1:00:00,15.2,95.1,S/D,0.7,268,0.0
9/20/2016,2:00:00,14.7,98.3,S/D,0.7,224,0.0
9/20/2016,3:00:00,14.7,98.2,S/D,0.4,226,0.0
9/20/2016,4:00:00,14.4,99.0,S/D,0.7,252,0.0
9/20/2016,5:00:00,14.4,99.2,S/D,0.9,242,0.0
9/20/2016,6:00:00,14.4,99.1,S/D,0.9,254,0.2
9/20/2016,7:00:00,14.4,99.2,S/D,0.8,220,32.9
9/20/2016,8:00:00,14.9,98.3,S/D,0.5,206,198.4
9/20/2016,9:00:00,16.7,89.9,S/D,1.0,263,605.4
9/20/2016,10:00:00,18.9,77.9,S/D,1.4,233,1940.9
9/20/2016,11:00:00,20.1,74.4,0.0,2.4,243,2724.9
9/20/2016,12:00:00,20.1,72.6,S/D,2.4,240,3150.6
9/20/2016,13:00:00,20.0,72.8,S/D,2.6,238,3213.2
9/20/2016,14:00:00,19.8,72.3,S/D,2.4,241,2935.8
9/20/2016,15:00:00,19.6,72.7,S/D,2.1,253,2376.7
9/20/2016,16:00:00,18.7,77.6,S/D,1.9,250,1676.1
9/20/2016,17:00:00,17.3,82.3,S/D,2.2,235,828.7
9/20/2016,18:00:00,16.7,84.9,S/D,1.3,229,191.7
9/20/2016,19:00:00,16.5,86.4,S/D,1.3,240,1.0
9/20/2016,20:00:00,16.3,87.1,S/D,0.8,250,0.0
9/20/2016,21:00:00,15.9,89.6,S/D,1.5,245,0.0
9/20/2016,22:00:00,15.6,90.8,S/D,0.9,238,0.0
9/20/2016,23:00:00,15.8,89.7,S/D,0.8,232,0.0
9/21/2016,0:00:00,15.5,91.4,S/D,0.1,210,0.0
9/21/2016,1:00:00,15.6,91.4,S/D,1.1,244,0.0
9/21/2016,2:00:00,15.3,93.7,S/D,0.6,222,0.0
9/21/2016,3:00:00,15.5,92.3,S/D,0.9,297,0.0
9/21/2016,4:00:00,15.5,93.3,S/D,0.8,235,0.0
9/21/2016,5:00:00,15.3,93.8,S/D,0.6,233,0.0
9/21/2016,6:00:00,15.3,93.8,S/D,1.0,222,0.2
9/21/2016,7:00:00,15.5,92.5,S/D,0.6,213,39.2
9/21/2016,8:00:00,15.8,91.9,S/D,0.5,221,186.9
9/21/2016,9:00:00,17.0,85.8,S/D,1.3,299,772.8
9/21/2016,10:00:00,18.5,78.5,S/D,1.7,221,2117.7
9/21/2016,11:00:00,18.6,79.9,0.0,2.5,239,2684.8
9/21/2016,12:00:00,18.1,80.9,S/D,2.9,254,3131.8
9/21/2016,13:00:00,18.8,77.6,S/D,2.1,231,3170.9
9/21/2016,14:00:00,18.5,75.7,S/D,2.3,244,2961.1
9/21/2016,15:00:00,18.4,77.6,S/D,2.0,244,2457.3
9/21/2016,16:00:00,17.8,81.9,S/D,2.1,249,1683.6
9/21/2016,17:00:00,15.7,88.6,S/D,1.7,231,624.2
9/21/2016,18:00:00,15.7,89.6,S/D,1.0,271,106.4
9/21/2016,19:00:00,15.8,89.3,S/D,0.7,246,0.8
9/21/2016,20:00:00,15.5,92.2,S/D,1.1,241,0.0
9/21/2016,21:00:00,15.2,93.2,S/D,1.0,223,0.0
9/21/2016,22:00:00,15.2,92.7,S/D,0.6,227,0.0
9/21/2016,23:00:00,14.9,95.5,S/D,0.8,242,0.0
9/22/2016,0:00:00,14.9,95.0,S/D,1.1,239,0.0
9/22/2016,1:00:00,14.9,94.5,S/D,0.5,256,0.0
9/22/2016,2:00:00,15.0,94.1,S/D,0.4,227,0.0
9/22/2016,3:00:00,15.3,92.7,S/D,0.4,251,0.0
9/22/2016,4:00:00,15.0,93.6,S/D,0.5,222,0.0
9/22/2016,5:00:00,14.7,96.0,S/D,1.4,238,0.0
9/22/2016,6:00:00,14.9,95.2,S/D,0.6,252,0.7
9/22/2016,7:00:00,15.8,89.7,S/D,0.4,232,111.1
9/22/2016,8:00:00,16.5,87.8,S/D,1.3,242,655.8
9/22/2016,9:00:00,17.7,83.4,S/D,1.6,252,1484.3
9/22/2016,10:00:00,17.8,82.5,S/D,2.1,242,2322.3
9/22/2016,11:00:00,19.0,76.6,0.0,2.1,236,2784.8
9/22/2016,12:00:00,20.2,71.9,S/D,2.2,245,3118.5
9/22/2016,13:00:00,20.2,69.6,S/D,2.9,247,3126.4
9/22/2016,14:00:00,20.2,69.5,S/D,2.1,246,2937.5
9/22/2016,15:00:00,21.0,67.3,S/D,1.8,249,2463.6
9/22/2016,16:00:00,19.3,73.2,S/D,2.4,247,1755.2
9/22/2016,17:00:00,17.9,79.9,S/D,2.4,238,838.3
9/22/2016,18:00:00,16.4,87.5,S/D,1.5,248,168.1
9/22/2016,19:00:00,16.2,88.2,S/D,1.0,246,1.2
9/22/2016,20:00:00,16.2,89.5,S/D,1.2,237,0.0
9/22/2016,21:00:00,16.0,89.1,S/D,0.7,274,0.0
9/22/2016,22:00:00,16.4,87.1,S/D,0.4,238,0.0
9/22/2016,23:00:00,15.8,91.7,S/D,1.1,237,0.0
9/23/2016,0:00:00,15.7,91.6,S/D,0.8,237,0.0
9/23/2016,1:00:00,15.8,92.2,S/D,0.6,264,0.0
9/23/2016,2:00:00,15.3,94.8,S/D,0.4,200,0.0
9/23/2016,3:00:00,15.8,91.0,S/D,0.3,240,0.0
9/23/2016,4:00:00,15.7,91.3,S/D,0.4,226,0.0
9/23/2016,5:00:00,15.3,94.1,S/D,0.9,294,0.0
9/23/2016,6:00:00,15.0,95.1,S/D,0.4,275,0.4
9/23/2016,7:00:00,14.7,95.8,S/D,1.4,237,52.2
9/23/2016,8:00:00,15.1,95.2,S/D,1.2,286,173.6
9/23/2016,9:00:00,15.7,90.7,S/D,0.8,250,439.0
9/23/2016,10:00:00,16.9,83.2,S/D,1.2,229,1005.5
9/23/2016,11:00:00,18.1,79.3,0.0,1.7,249,2097.5
9/23/2016,12:00:00,19.1,73.6,S/D,1.4,232,3090.1
9/23/2016,13:00:00,18.8,72.6,S/D,2.1,231,3155.3
9/23/2016,14:00:00,18.8,73.5,S/D,2.5,243,2917.0
9/23/2016,15:00:00,18.7,74.9,S/D,2.6,246,2439.2
9/23/2016,16:00:00,18.7,73.1,S/D,1.6,237,1703.5
9/23/2016,17:00:00,17.6,79.7,S/D,1.5,244,826.7
9/23/2016,18:00:00,16.7,84.4,S/D,0.8,233,156.6
9/23/2016,19:00:00,15.9,87.4,S/D,1.5,234,1.0
9/23/2016,20:00:00,15.6,89.1,S/D,0.8,248,0.0
9/23/2016,21:00:00,15.4,89.8,S/D,0.9,242,0.0
9/23/2016,22:00:00,15.5,90.2,S/D,1.3,219,0.0
9/23/2016,23:00:00,15.8,88.6,S/D,0.6,259,0.0
9/24/2016,0:00:00,15.8,89.1,S/D,0.7,253,0.0
9/24/2016,1:00:00,15.6,89.3,S/D,1.0,300,0.0
9/24/2016,2:00:00,15.5,90.7,S/D,1.2,307,0.0
9/24/2016,3:00:00,15.7,88.7,S/D,0.8,301,0.0
9/24/2016,4:00:00,15.2,92.3,S/D,1.2,236,0.0
9/24/2016,5:00:00,15.3,92.0,S/D,0.9,239,0.0
9/24/2016,6:00:00,15.0,93.7,S/D,1.1,247,0.2
9/24/2016,7:00:00,15.0,93.2,S/D,0.5,260,33.2
9/24/2016,8:00:00,15.8,88.4,S/D,0.9,284,236.5
9/24/2016,9:00:00,16.8,83.6,S/D,1.1,285,614.3
9/24/2016,10:00:00,18.2,79.2,S/D,1.6,226,1900.7
9/24/2016,11:00:00,20.1,69.7,0.0,1.9,242,2664.9
9/24/2016,12:00:00,21.4,66.0,S/D,1.9,237,3110.2
9/24/2016,13:00:00,21.0,67.1,S/D,2.5,244,3236.3
9/24/2016,14:00:00,21.3,67.2,S/D,2.7,240,3025.1
9/24/2016,15:00:00,20.1,73.1,S/D,2.7,239,1791.8
9/24/2016,16:00:00,19.4,74.6,S/D,2.2,237,1089.8
9/24/2016,17:00:00,19.0,77.0,S/D,1.6,243,656.5
9/24/2016,18:00:00,18.0,82.8,S/D,1.8,248,213.7
9/24/2016,19:00:00,16.7,87.5,S/D,0.7,240,2.1
9/24/2016,20:00:00,16.4,90.1,S/D,1.2,245,0.0
9/24/2016,21:00:00,16.2,90.7,S/D,1.6,237,0.0
9/24/2016,22:00:00,16.2,89.9,S/D,0.7,274,0.0
9/24/2016,23:00:00,16.4,88.8,S/D,0.7,280,0.0
9/25/2016,0:00:00,16.5,89.0,S/D,0.9,281,0.0
9/25/2016,1:00:00,16.7,87.9,S/D,0.5,262,0.0
9/25/2016,2:00:00,16.1,91.1,S/D,1.3,238,0.0
9/25/2016,3:00:00,15.8,92.9,S/D,0.7,228,0.0
9/25/2016,4:00:00,15.7,94.0,S/D,0.7,245,0.0
9/25/2016,5:00:00,15.2,97.1,S/D,0.9,223,0.0
9/25/2016,6:00:00,15.3,97.1,S/D,1.0,242,0.1
9/25/2016,7:00:00,14.8,98.9,S/D,0.8,247,26.9
9/25/2016,8:00:00,15.0,98.3,S/D,0.9,238,140.7
9/25/2016,9:00:00,15.1,97.8,S/D,1.1,229,253.2
9/25/2016,10:00:00,15.4,95.4,S/D,1.2,239,410.1
9/25/2016,11:00:00,15.8,91.8,0.0,1.6,241,570.7
9/25/2016,12:00:00,16.0,90.4,S/D,1.3,253,683.1
9/25/2016,13:00:00,15.7,90.8,S/D,1.3,248,591.3
9/25/2016,14:00:00,15.8,89.3,S/D,1.3,228,705.2
9/25/2016,15:00:00,16.8,83.3,S/D,1.1,248,777.4
9/25/2016,16:00:00,17.4,81.3,S/D,1.3,234,919.9
9/25/2016,17:00:00,17.1,81.6,S/D,1.1,261,734.6
9/25/2016,18:00:00,15.7,90.7,S/D,1.6,239,165.5
9/25/2016,19:00:00,15.3,92.4,S/D,1.2,249,1.0
9/25/2016,20:00:00,15.0,93.6,S/D,0.5,228,0.0
9/25/2016,21:00:00,15.2,93.0,S/D,0.3,208,0.0
9/25/2016,22:00:00,15.3,92.3,S/D,0.6,223,0.0
9/25/2016,23:00:00,15.5,90.9,S/D,0.4,261,0.0
9/26/2016,0:00:00,15.4,91.5,S/D,0.5,225,0.0
9/26/2016,1:00:00,15.2,93.4,S/D,0.9,260,0.0
9/26/2016,2:00:00,15.0,94.0,S/D,0.7,273,0.0
9/26/2016,3:00:00,14.7,95.9,S/D,1.0,245,0.0
9/26/2016,4:00:00,14.4,96.8,S/D,0.9,238,0.0
9/26/2016,5:00:00,14.6,94.7,S/D,0.3,185,0.0
9/26/2016,6:00:00,15.1,92.3,S/D,0.6,249,0.6
9/26/2016,7:00:00,15.0,93.4,S/D,1.0,245,39.3
9/26/2016,8:00:00,15.4,90.8,S/D,0.5,243,163.2
9/26/2016,9:00:00,15.8,89.7,S/D,1.1,261,382.9
9/26/2016,10:00:00,18.1,79.6,S/D,0.7,215,1255.8
9/26/2016,11:00:00,19.9,72.3,0.0,1.6,222,2736.0
9/26/2016,12:00:00,21.4,66.8,S/D,1.8,223,3111.8
9/26/2016,13:00:00,20.7,69.4,S/D,2.3,238,3135.0
9/26/2016,14:00:00,20.1,69.7,S/D,2.6,238,2930.9
9/26/2016,15:00:00,19.7,72.2,S/D,2.5,249,2472.4
9/26/2016,16:00:00,20.1,68.2,S/D,1.3,231,1740.4
9/26/2016,17:00:00,19.6,72.2,S/D,1.2,252,826.9
9/26/2016,18:00:00,17.8,81.2,S/D,1.4,247,143.1
9/26/2016,19:00:00,16.9,84.5,S/D,0.9,241,0.9
9/26/2016,20:00:00,16.8,84.8,S/D,0.5,251,0.0
9/26/2016,21:00:00,16.5,87.9,S/D,1.8,242,0.0
9/26/2016,22:00:00,15.8,91.0,S/D,2.1,236,0.0
9/26/2016,23:00:00,15.8,91.1,S/D,0.8,243,0.0
9/27/2016,0:00:00,15.7,91.6,S/D,1.2,241,0.0
9/27/2016,1:00:00,15.7,91.9,S/D,0.6,249,0.0
9/27/2016,2:00:00,15.3,93.3,S/D,1.2,237,0.0
9/27/2016,3:00:00,15.1,94.6,S/D,0.6,267,0.0
9/27/2016,4:00:00,14.5,97.6,S/D,1.1,246,0.0
9/27/2016,5:00:00,14.5,97.9,S/D,0.7,270,0.0
9/27/2016,6:00:00,14.4,98.0,S/D,1.1,263,0.2
9/27/2016,7:00:00,14.5,97.4,S/D,0.6,250,33.4
9/27/2016,8:00:00,14.9,95.8,S/D,1.0,242,131.2
9/27/2016,9:00:00,15.6,91.4,S/D,0.8,236,310.4
9/27/2016,10:00:00,16.7,85.7,S/D,1.1,238,736.4
9/27/2016,11:00:00,17.9,80.3,0.0,1.2,247,1260.2
9/27/2016,12:00:00,18.6,75.8,S/D,2.3,233,2657.7
9/27/2016,13:00:00,19.4,74.2,S/D,2.3,237,3226.2
9/27/2016,14:00:00,19.7,68.6,S/D,2.2,245,3088.4
9/27/2016,15:00:00,19.4,69.1,S/D,1.9,239,2012.0
9/27/2016,16:00:00,19.9,66.7,S/D,1.4,252,1801.7
9/27/2016,17:00:00,18.9,72.2,S/D,1.9,244,867.7
9/27/2016,18:00:00,17.4,78.9,S/D,1.6,239,189.7
9/27/2016,19:00:00,16.6,82.8,S/D,1.6,242,2.7
9/27/2016,20:00:00,16.4,82.5,S/D,0.7,250,0.0
9/27/2016,21:00:00,16.6,82.4,S/D,0.4,248,0.0
9/27/2016,22:00:00,15.9,87.3,S/D,1.9,234,0.0
9/27/2016,23:00:00,15.5,88.4,S/D,1.6,240,0.0
9/28/2016,0:00:00,15.5,88.2,S/D,0.9,237,0.0
9/28/2016,1:00:00,15.3,90.0,S/D,0.9,235,0.0
9/28/2016,2:00:00,15.3,91.6,S/D,0.5,238,0.0
9/28/2016,3:00:00,15.1,91.8,S/D,1.0,246,0.0
9/28/2016,4:00:00,15.3,91.4,S/D,0.9,273,0.0
9/28/2016,5:00:00,15.1,92.3,S/D,0.4,155,0.0
9/28/2016,6:00:00,15.2,91.3,S/D,0.4,209,0.7
9/28/2016,7:00:00,15.6,89.8,S/D,0.8,263,67.1
9/28/2016,8:00:00,15.9,89.4,S/D,0.9,282,193.5
9/28/2016,9:00:00,16.4,87.0,S/D,1.1,288,468.6
9/28/2016,10:00:00,19.3,74.0,S/D,1.0,253,2049.7
9/28/2016,11:00:00,20.8,68.6,0.0,1.7,238,2869.8
9/28/2016,12:00:00,21.3,66.1,S/D,2.3,246,2800.6
9/28/2016,13:00:00,18.9,75.5,S/D,3.0,248,1309.7
9/28/2016,14:00:00,18.8,77.2,S/D,2.5,247,1610.1
9/28/2016,15:00:00,19.0,77.3,S/D,1.3,247,1963.8
9/28/2016,16:00:00,18.2,75.5,S/D,1.7,233,1638.1
9/28/2016,17:00:00,17.3,81.6,S/D,1.3,244,508.9
9/28/2016,18:00:00,16.6,85.3,S/D,1.0,226,174.1
9/28/2016,19:00:00,16.1,88.5,S/D,0.8,247,1.5
9/28/2016,20:00:00,16.4,86.7,S/D,0.6,222,0.0
9/28/2016,21:00:00,16.6,86.2,S/D,0.5,256,0.0
9/28/2016,22:00:00,16.6,87.7,S/D,1.2,233,0.0
9/28/2016,23:00:00,16.2,88.2,S/D,0.8,232,0.0
9/29/2016,0:00:00,15.9,90.0,S/D,0.8,244,0.0
9/29/2016,1:00:00,15.6,91.3,S/D,1.2,228,0.0
9/29/2016,2:00:00,15.3,92.7,S/D,0.6,227,0.0
9/29/2016,3:00:00,15.2,93.8,S/D,0.6,244,0.0
9/29/2016,4:00:00,15.1,94.9,S/D,0.8,277,0.0
9/29/2016,5:00:00,15.0,94.6,S/D,0.7,249,0.0
9/29/2016,6:00:00,15.0,94.7,S/D,0.7,225,0.4
9/29/2016,7:00:00,14.8,94.4,S/D,1.0,226,36.1
9/29/2016,8:00:00,15.8,87.4,S/D,0.8,276,184.9
9/29/2016,9:00:00,16.3,85.2,S/D,1.7,242,383.6
9/29/2016,10:00:00,17.2,80.9,S/D,1.1,229,705.2
9/29/2016,11:00:00,17.8,78.6,0.0,1.6,229,1289.5
9/29/2016,12:00:00,18.2,78.8,S/D,1.4,248,1605.8
9/29/2016,13:00:00,17.8,80.3,S/D,1.7,249,1394.6
9/29/2016,14:00:00,17.4,81.0,S/D,1.1,233,810.6
9/29/2016,15:00:00,17.1,82.0,S/D,1.4,258,559.3
9/29/2016,16:00:00,17.0,83.2,S/D,1.6,255,458.7
9/29/2016,17:00:00,16.8,81.8,S/D,1.5,237,246.0
9/29/2016,18:00:00,16.3,87.2,S/D,1.6,236,60.3
9/29/2016,19:00:00,16.1,85.7,S/D,1.2,236,0.3
9/29/2016,20:00:00,16.0,86.5,S/D,1.1,270,0.0
9/29/2016,21:00:00,15.9,87.5,S/D,0.7,236,0.0
9/29/2016,22:00:00,15.9,87.4,S/D,1.1,242,0.0
9/29/2016,23:00:00,16.0,86.7,S/D,0.7,255,0.0
9/30/2016,0:00:00,15.6,89.5,S/D,1.1,236,0.0
9/30/2016,1:00:00,15.5,91.4,S/D,0.7,239,0.0
9/30/2016,2:00:00,15.5,92.9,S/D,0.4,234,0.0
9/30/2016,3:00:00,15.2,93.5,S/D,1.0,287,0.0
9/30/2016,4:00:00,15.4,92.4,S/D,1.1,305,0.0
9/30/2016,5:00:00,15.4,92.3,S/D,0.5,255,0.0
9/30/2016,6:00:00,15.0,93.8,S/D,1.5,238,0.6
9/30/2016,7:00:00,15.1,94.2,S/D,0.9,299,31.0
9/30/2016,8:00:00,15.1,95.0,S/D,0.6,242,106.6
9/30/2016,9:00:00,15.0,94.1,S/D,1.4,244,240.1
9/30/2016,10:00:00,15.5,91.0,S/D,1.6,248,460.9
9/30/2016,11:00:00,16.5,85.2,0.0,1.0,237,570.0
9/30/2016,12:00:00,16.3,87.3,S/D,1.6,251,664.9
9/30/2016,13:00:00,17.2,80.8,S/D,1.5,237,1000.9
9/30/2016,14:00:00,18.0,77.9,S/D,0.8,242,1007.9
9/30/2016,15:00:00,18.1,74.8,S/D,1.3,266,935.2
9/30/2016,16:00:00,18.7,74.6,S/D,1.0,264,1009.3
9/30/2016,17:00:00,18.1,78.2,S/D,0.9,272,407.0
9/30/2016,18:00:00,17.4,81.0,S/D,0.4,242,86.1
9/30/2016,19:00:00,17.1,82.8,S/D,1.5,241,1.2
9/30/2016,20:00:00,16.2,86.9,S/D,1.5,243,0.0
9/30/2016,21:00:00,15.9,88.0,S/D,1.4,244,0.0
9/30/2016,22:00:00,16.0,88.0,S/D,1.4,288,0.0
9/30/2016,23:00:00,16.0,86.9,S/D,0.6,241,0.0
10/1/2016,0:00:00,15.9,87.6,S/D,0.8,278,0.0
10/1/2016,1:00:00,15.5,89.6,S/D,0.8,274,0.0
10/1/2016,2:00:00,15.5,89.7,S/D,0.7,268,0.0
10/1/2016,3:00:00,15.3,91.5,S/D,0.7,250,0.0
10/1/2016,4:00:00,15.2,93.3,S/D,0.6,256,0.0
10/1/2016,5:00:00,15.2,93.3,S/D,0.7,283,0.0
10/1/2016,6:00:00,15.1,91.9,S/D,0.2,255,0.3
10/1/2016,7:00:00,14.6,95.0,S/D,0.9,254,29.1
10/1/2016,8:00:00,14.8,95.0,S/D,1.1,234,141.2
10/1/2016,9:00:00,15.4,90.5,S/D,0.9,252,315.5
10/1/2016,10:00:00,16.7,85.4,S/D,0.9,252,643.4
10/1/2016,11:00:00,17.6,79.9,0.0,1.0,237,818.1
10/1/2016,12:00:00,18.1,76.2,S/D,1.4,250,1192.8
10/1/2016,13:00:00,19.4,69.8,S/D,1.6,243,2308.0
10/1/2016,14:00:00,20.0,67.8,S/D,1.6,259,2846.4
10/1/2016,15:00:00,19.9,69.0,S/D,1.9,291,2263.0
10/1/2016,16:00:00,19.3,71.7,S/D,2.0,240,1574.0
10/1/2016,17:00:00,17.9,78.1,S/D,1.2,225,582.3
10/1/2016,18:00:00,17.2,80.3,S/D,1.6,268,252.0
10/1/2016,19:00:00,16.4,86.0,S/D,1.4,242,4.4
10/1/2016,20:00:00,16.0,87.6,S/D,0.9,237,0.0
10/1/2016,21:00:00,16.0,88.2,S/D,0.8,230,0.0
10/1/2016,22:00:00,16.1,87.1,S/D,0.7,290,0.0
10/1/2016,23:00:00,16.3,86.7,S/D,0.3,269,0.0
10/2/2016,0:00:00,15.6,90.2,S/D,1.6,240,0.0
10/2/2016,1:00:00,15.4,90.7,S/D,0.8,264,0.0
10/2/2016,2:00:00,15.5,91.1,S/D,0.5,255,0.0
10/2/2016,3:00:00,15.7,89.6,S/D,0.5,291,0.0
10/2/2016,4:00:00,15.5,92.1,S/D,0.7,245,0.0
10/2/2016,5:00:00,15.4,93.3,S/D,0.7,268,0.0
10/2/2016,6:00:00,15.1,95.4,S/D,0.7,253,0.3
10/2/2016,7:00:00,15.0,96.5,S/D,0.9,244,35.9
10/2/2016,8:00:00,15.8,91.4,S/D,0.3,171,213.0
10/2/2016,9:00:00,16.7,88.3,S/D,0.8,253,395.8
10/2/2016,10:00:00,17.0,85.6,S/D,0.9,261,525.9
10/2/2016,11:00:00,18.6,77.5,0.0,1.0,219,1416.5
10/2/2016,12:00:00,20.0,71.0,S/D,1.4,241,2752.8
10/2/2016,13:00:00,19.7,74.0,S/D,1.9,251,2035.8
10/2/2016,14:00:00,20.2,70.3,S/D,1.5,239,1828.5
10/2/2016,15:00:00,20.5,69.4,S/D,1.5,247,1391.6
10/2/2016,16:00:00,20.9,69.5,S/D,1.5,243,1457.6
10/2/2016,17:00:00,19.2,76.0,S/D,2.1,242,909.8
10/2/2016,18:00:00,18.0,81.1,S/D,1.1,253,344.2
10/2/2016,19:00:00,17.1,85.5,S/D,1.5,241,6.5
10/2/2016,20:00:00,16.0,90.7,S/D,2.1,244,0.0
10/2/2016,21:00:00,16.3,89.4,S/D,0.9,266,0.0
10/2/2016,22:00:00,16.5,89.4,S/D,0.9,275,0.0
10/2/2016,23:00:00,16.5,89.3,S/D,0.7,276,0.0
10/3/2016,0:00:00,16.8,86.6,S/D,0.6,94,0.0
10/3/2016,1:00:00,16.7,89.0,S/D,0.9,254,0.0
10/3/2016,2:00:00,15.6,94.6,S/D,1.3,229,0.0
10/3/2016,3:00:00,15.1,97.0,S/D,0.8,236,0.0
10/3/2016,4:00:00,15.1,97.8,S/D,0.7,221,0.0
10/3/2016,5:00:00,15.2,97.3,S/D,0.8,232,0.0
10/3/2016,6:00:00,15.6,94.5,S/D,0.8,286,0.2
10/3/2016,7:00:00,15.5,95.9,S/D,0.5,278,35.2
10/3/2016,8:00:00,16.1,91.8,S/D,0.8,289,139.3
10/3/2016,9:00:00,16.6,90.3,S/D,0.9,234,324.0
10/3/2016,10:00:00,17.8,84.0,S/D,0.7,203,725.7
10/3/2016,11:00:00,18.4,81.1,0.0,1.2,230,1932.4
10/3/2016,12:00:00,18.6,79.3,S/D,2.4,235,2738.1
10/3/2016,13:00:00,20.0,72.2,S/D,2.1,249,3021.7
10/3/2016,14:00:00,19.9,72.1,S/D,2.4,271,2895.5
10/3/2016,15:00:00,19.5,74.6,S/D,2.3,234,2430.0
10/3/2016,16:00:00,19.4,76.6,S/D,1.9,245,1766.8
10/3/2016,17:00:00,17.6,83.1,S/D,2.3,242,887.3
10/3/2016,18:00:00,16.6,87.8,S/D,1.4,253,234.9
10/3/2016,19:00:00,16.3,89.0,S/D,1.5,236,2.1
10/3/2016,20:00:00,16.1,90.8,S/D,1.1,243,0.0
10/3/2016,21:00:00,16.7,87.8,S/D,0.9,298,0.0
10/3/2016,22:00:00,16.4,90.0,S/D,0.9,255,0.0
10/3/2016,23:00:00,16.0,92.0,S/D,1.3,236,0.0
10/4/2016,0:00:00,15.9,93.2,S/D,0.9,281,0.0
10/4/2016,1:00:00,15.4,96.3,S/D,0.6,250,0.0
10/4/2016,2:00:00,15.1,97.5,S/D,0.8,235,0.0
10/4/2016,3:00:00,14.9,97.7,S/D,0.5,198,0.0
10/4/2016,4:00:00,14.9,97.4,S/D,0.4,270,0.0
10/4/2016,5:00:00,14.8,98.3,S/D,0.9,230,0.0
10/4/2016,6:00:00,14.6,99.2,S/D,1.2,237,0.8
10/4/2016,7:00:00,14.8,99.3,S/D,0.3,229,46.4
10/4/2016,8:00:00,15.3,97.3,S/D,0.7,251,203.0
10/4/2016,9:00:00,16.4,90.9,S/D,1.0,313,484.0
10/4/2016,10:00:00,17.9,83.3,S/D,1.1,239,929.5
10/4/2016,11:00:00,19.1,75.1,0.0,1.6,232,1785.4
10/4/2016,12:00:00,19.3,76.0,S/D,2.0,241,2944.0
10/4/2016,13:00:00,19.1,75.4,S/D,2.2,241,2722.4
10/4/2016,14:00:00,19.4,74.0,S/D,2.0,245,2914.7
10/4/2016,15:00:00,18.9,76.8,S/D,1.9,235,2141.7
10/4/2016,16:00:00,18.4,80.4,S/D,2.2,241,1326.8
10/4/2016,17:00:00,17.2,85.7,S/D,1.9,236,441.5
10/4/2016,18:00:00,16.9,87.4,S/D,1.0,243,58.3
10/4/2016,19:00:00,16.4,90.1,S/D,1.2,264,0.4
10/4/2016,20:00:00,16.2,90.5,S/D,1.0,272,0.0
10/4/2016,21:00:00,15.9,92.9,S/D,0.9,224,0.0
10/4/2016,22:00:00,15.6,93.5,S/D,0.7,234,0.0
10/4/2016,23:00:00,15.2,96.7,S/D,0.6,238,0.0
10/5/2016,0:00:00,14.9,97.9,S/D,1.0,275,0.0
10/5/2016,1:00:00,14.9,97.8,S/D,1.0,316,0.0
10/5/2016,2:00:00,14.7,98.0,S/D,0.8,267,0.0
10/5/2016,3:00:00,14.3,98.5,S/D,1.1,220,0.0
10/5/2016,4:00:00,14.1,98.6,S/D,1.2,260,0.0
10/5/2016,5:00:00,14.1,98.4,S/D,0.7,239,0.0
10/5/2016,6:00:00,14.2,97.0,S/D,1.2,292,0.5
10/5/2016,7:00:00,14.3,97.7,S/D,0.9,251,48.2
10/5/2016,8:00:00,14.6,95.8,S/D,1.1,244,221.6
10/5/2016,9:00:00,15.2,90.9,S/D,0.8,255,231.4
10/5/2016,10:00:00,16.6,84.1,S/D,0.9,259,616.8
10/5/2016,11:00:00,17.5,78.6,0.0,1.1,240,925.3
10/5/2016,12:00:00,17.5,79.0,S/D,1.2,246,899.8
10/5/2016,13:00:00,17.3,79.0,S/D,1.2,239,677.1
10/5/2016,14:00:00,17.8,77.8,S/D,1.4,256,915.9
10/5/2016,15:00:00,17.9,77.6,S/D,1.3,251,811.5
10/5/2016,16:00:00,17.3,81.1,S/D,1.6,258,555.1
10/5/2016,17:00:00,16.6,83.5,S/D,1.0,238,275.9
10/5/2016,18:00:00,16.0,86.0,S/D,1.7,249,60.6
10/5/2016,19:00:00,15.9,85.2,S/D,0.7,251,0.3
10/5/2016,20:00:00,15.8,85.8,S/D,1.2,255,0.0
10/5/2016,21:00:00,15.8,86.9,S/D,0.9,228,0.0
10/5/2016,22:00:00,15.8,87.7,S/D,0.5,183,0.0
