FECHA,HORA,TEMPERATURA MEDIA (°C),HUMEDAD RELATIVA (%),PRECIPITACION (mm),VELOCIDAD_VIENTO(m/s),DIRECCIÓN_VIENTO (°),RADIACIÓN SOLAR TOTAL (Wh/m²)
7/19/2017,4:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,5:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,6:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,7:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,8:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,9:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,10:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,11:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,12:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,13:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,14:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,15:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,16:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,17:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,18:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,19:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,20:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,21:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,22:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/19/2017,23:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,0:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,1:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,2:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,3:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,4:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,5:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,6:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,7:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,8:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,9:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,10:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,11:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,12:00:00,S/D,S/D,S/D,S/D,S/D,S/D
7/20/2017,13:00:00,18.1,75.5,S/D,2.1,250,2229.5
7/20/2017,14:00:00,18.5,73.7,S/D,1.8,245,2232.1
7/20/2017,15:00:00,18.2,71.3,S/D,2.1,245,1827.3
7/20/2017,16:00:00,17.4,73.7,S/D,1.8,242,1203.3
7/20/2017,17:00:00,16.2,79.7,S/D,1.6,255,458.0
7/20/2017,18:00:00,15.3,83.2,S/D,1.2,251,89.1
7/20/2017,19:00:00,15.2,83.9,S/D,1.4,254,0.2
7/20/2017,20:00:00,15.0,84.9,S/D,1.2,249,0.0
7/20/2017,21:00:00,14.9,85.9,S/D,1.1,284,0.0
7/20/2017,22:00:00,15.0,86.3,S/D,1.1,242,0.0
7/20/2017,23:00:00,14.9,87.0,S/D,0.9,257,0.0
7/21/2017,0:00:00,15.0,86.5,S/D,0.6,224,0.0
7/21/2017,1:00:00,14.9,87.1,S/D,0.5,253,0.0
7/21/2017,2:00:00,14.7,87.9,S/D,0.7,245,0.0
7/21/2017,3:00:00,14.5,88.2,S/D,1.5,240,0.0
7/21/2017,4:00:00,14.3,89.4,S/D,0.8,272,0.0
7/21/2017,5:00:00,14.3,88.5,S/D,0.3,169,0.0
7/21/2017,6:00:00,14.3,88.5,S/D,0.7,207,0.0
7/21/2017,7:00:00,14.6,86.4,S/D,0.7,105,9.1
7/21/2017,8:00:00,15.0,84.7,S/D,0.5,227,185.1
7/21/2017,9:00:00,15.4,82.8,S/D,1.0,275,315.1
7/21/2017,10:00:00,17.9,73.1,S/D,0.8,260,1148.5
7/21/2017,11:00:00,18.4,73.4,0.0,1.7,237,1959.3
7/21/2017,12:00:00,18.4,72.7,S/D,2.0,253,2374.1
7/21/2017,13:00:00,18.7,72.7,S/D,2.1,244,2429.7
7/21/2017,14:00:00,19.0,70.3,S/D,1.9,247,2205.8
7/21/2017,15:00:00,19.0,72.3,S/D,2.0,249,1860.6
7/21/2017,16:00:00,17.5,76.4,S/D,2.4,238,1228.7
7/21/2017,17:00:00,16.6,80.2,S/D,1.6,235,510.0
7/21/2017,18:00:00,15.6,83.8,S/D,1.3,247,122.4
7/21/2017,19:00:00,15.2,86.3,S/D,1.2,249,0.2
7/21/2017,20:00:00,15.5,84.4,S/D,1.2,238,0.0
7/21/2017,21:00:00,15.5,84.3,S/D,1.0,233,0.0
7/21/2017,22:00:00,15.4,84.5,S/D,1.0,224,0.0
7/21/2017,23:00:00,15.3,85.1,S/D,0.5,207,0.0
7/22/2017,0:00:00,15.9,81.9,S/D,1.2,99,0.0
7/22/2017,1:00:00,15.7,81.7,S/D,0.4,125,0.0
7/22/2017,2:00:00,15.4,84.0,S/D,1.3,253,0.0
7/22/2017,3:00:00,14.1,90.6,S/D,0.9,252,0.0
7/22/2017,4:00:00,13.8,92.2,S/D,0.4,213,0.0
7/22/2017,5:00:00,13.5,92.9,S/D,0.2,77,0.0
7/22/2017,6:00:00,13.7,92.4,S/D,1.0,243,0.0
7/22/2017,7:00:00,13.6,93.4,S/D,0.9,217,18.5
7/22/2017,8:00:00,14.3,92.6,S/D,0.3,186,230.5
7/22/2017,9:00:00,16.6,83.8,S/D,0.9,252,947.6
7/22/2017,10:00:00,18.1,76.1,S/D,1.6,255,1650.2
7/22/2017,11:00:00,19.6,68.3,0.0,1.3,250,2210.7
7/22/2017,12:00:00,19.9,68.0,S/D,2.5,242,2565.9
7/22/2017,13:00:00,20.6,65.8,S/D,1.9,243,2581.1
7/22/2017,14:00:00,20.4,68.3,S/D,2.2,238,2371.2
7/22/2017,15:00:00,20.0,68.8,S/D,2.5,248,1922.2
7/22/2017,16:00:00,19.4,69.8,S/D,2.7,247,1324.7
7/22/2017,17:00:00,17.6,79.0,S/D,2.1,240,512.0
7/22/2017,18:00:00,16.2,85.4,S/D,2.4,239,124.4
7/22/2017,19:00:00,15.7,87.6,S/D,1.4,238,0.1
7/22/2017,20:00:00,15.9,87.3,S/D,0.7,257,0.0
7/22/2017,21:00:00,16.0,87.3,S/D,0.8,155,0.0
7/22/2017,22:00:00,16.0,87.1,S/D,1.1,41,0.0
7/22/2017,23:00:00,16.1,86.3,S/D,0.5,164,0.0
7/23/2017,0:00:00,15.8,87.6,S/D,1.4,172,0.0
7/23/2017,1:00:00,16.0,86.6,S/D,0.4,195,0.0
7/23/2017,2:00:00,16.0,86.3,S/D,0.7,56,0.0
7/23/2017,3:00:00,15.6,86.4,S/D,0.3,243,0.0
7/23/2017,4:00:00,15.1,89.9,S/D,1.1,253,0.0
7/23/2017,5:00:00,15.1,90.6,S/D,0.3,215,0.0
7/23/2017,6:00:00,15.3,90.0,S/D,0.7,274,0.0
7/23/2017,7:00:00,15.1,89.9,S/D,0.6,232,7.0
7/23/2017,8:00:00,15.3,88.5,S/D,0.7,227,94.2
7/23/2017,9:00:00,15.9,86.3,S/D,0.8,259,247.4
7/23/2017,10:00:00,17.2,81.3,S/D,0.9,299,753.2
7/23/2017,11:00:00,19.1,73.3,0.0,1.1,228,2059.9
7/23/2017,12:00:00,20.2,69.4,S/D,1.5,244,2621.5
7/23/2017,13:00:00,21.1,65.7,S/D,1.9,247,2722.6
7/23/2017,14:00:00,21.0,67.1,S/D,2.1,246,2514.2
7/23/2017,15:00:00,20.1,68.4,S/D,3.7,233,2087.5
7/23/2017,16:00:00,19.4,70.4,S/D,2.2,244,1453.8
7/23/2017,17:00:00,18.8,74.6,S/D,2.3,238,522.9
7/23/2017,18:00:00,17.3,81.0,S/D,1.0,236,144.9
7/23/2017,19:00:00,16.2,86.2,S/D,1.4,238,0.0
7/23/2017,20:00:00,15.8,88.2,S/D,0.9,241,0.0
7/23/2017,21:00:00,15.6,89.5,S/D,0.4,235,0.0
7/23/2017,22:00:00,15.4,90.5,S/D,0.7,269,0.0
7/23/2017,23:00:00,15.4,91.0,S/D,1.1,309,0.0
7/24/2017,0:00:00,15.2,91.8,S/D,0.8,259,0.0
7/24/2017,1:00:00,15.1,91.9,S/D,0.9,311,0.0
7/24/2017,2:00:00,15.1,92.5,S/D,1.0,315,0.0
7/24/2017,3:00:00,15.2,92.2,S/D,0.7,274,0.0
7/24/2017,4:00:00,15.0,92.3,S/D,0.7,269,0.0
7/24/2017,5:00:00,15.0,92.3,S/D,0.5,236,0.0
7/24/2017,6:00:00,15.0,91.4,S/D,0.5,274,0.0
7/24/2017,7:00:00,15.2,90.3,S/D,0.5,274,6.8
7/24/2017,8:00:00,15.4,88.3,S/D,0.6,152,87.1
7/24/2017,9:00:00,15.8,86.0,S/D,0.3,158,244.0
7/24/2017,10:00:00,16.3,84.8,S/D,1.0,208,401.3
7/24/2017,11:00:00,16.6,83.7,0.0,0.8,275,471.7
7/24/2017,12:00:00,17.6,81.5,S/D,1.4,248,889.2
7/24/2017,13:00:00,17.4,83.0,S/D,1.8,243,1589.6
7/24/2017,14:00:00,15.9,91.5,S/D,1.1,263,702.6
7/24/2017,15:00:00,15.7,91.8,S/D,1.5,241,437.5
7/24/2017,16:00:00,15.6,91.4,S/D,1.5,261,301.4
7/24/2017,17:00:00,15.5,90.2,S/D,1.3,237,146.7
7/24/2017,18:00:00,15.0,91.1,S/D,1.2,256,29.6
7/24/2017,19:00:00,14.6,92.8,S/D,1.2,245,0.0
7/24/2017,20:00:00,14.7,93.4,S/D,1.0,245,0.0
7/24/2017,21:00:00,14.7,94.2,S/D,0.6,248,0.0
7/24/2017,22:00:00,14.7,94.3,S/D,0.5,227,0.0
7/24/2017,23:00:00,14.9,91.7,S/D,1.4,242,0.0
7/25/2017,0:00:00,15.0,90.6,S/D,0.6,274,0.0
7/25/2017,1:00:00,15.1,89.8,S/D,1.0,246,0.0
7/25/2017,2:00:00,14.9,90.4,S/D,0.5,246,0.0
7/25/2017,3:00:00,14.7,91.2,S/D,0.3,248,0.0
7/25/2017,4:00:00,14.4,91.9,S/D,0.8,246,0.0
7/25/2017,5:00:00,14.4,91.7,S/D,0.7,242,0.0
7/25/2017,6:00:00,14.4,91.8,S/D,0.6,251,0.0
7/25/2017,7:00:00,14.4,91.8,S/D,1.1,301,2.0
7/25/2017,8:00:00,14.6,91.1,S/D,0.5,226,54.6
7/25/2017,9:00:00,15.4,86.4,S/D,0.7,244,184.1
7/25/2017,10:00:00,15.9,83.3,S/D,0.8,276,312.4
7/25/2017,11:00:00,16.8,78.0,0.0,0.9,216,652.4
7/25/2017,12:00:00,18.1,73.6,S/D,0.6,173,1077.6
7/25/2017,13:00:00,19.8,66.9,S/D,1.3,225,2412.3
7/25/2017,14:00:00,19.5,70.2,S/D,2.1,232,2247.4
7/25/2017,15:00:00,18.9,72.9,S/D,1.7,263,1857.4
7/25/2017,16:00:00,17.6,79.0,S/D,2.2,251,1172.6
7/25/2017,17:00:00,16.7,84.1,S/D,1.4,245,343.0
7/25/2017,18:00:00,16.4,85.1,S/D,1.3,235,78.2
7/25/2017,19:00:00,15.8,86.7,S/D,0.7,222,0.3
7/25/2017,20:00:00,16.0,86.2,S/D,0.6,253,0.0
7/25/2017,21:00:00,15.8,86.4,S/D,0.9,265,0.0
7/25/2017,22:00:00,15.9,85.5,S/D,0.6,247,0.0
7/25/2017,23:00:00,15.8,85.9,S/D,0.7,245,0.0
7/26/2017,0:00:00,15.7,86.8,S/D,1.2,249,0.0
7/26/2017,1:00:00,15.5,87.9,S/D,1.0,238,0.0
7/26/2017,2:00:00,15.3,88.2,S/D,0.7,233,0.0
7/26/2017,3:00:00,15.2,88.1,S/D,0.6,251,0.0
7/26/2017,4:00:00,15.0,88.7,S/D,0.5,242,0.0
7/26/2017,5:00:00,15.0,89.0,S/D,0.5,248,0.0
7/26/2017,6:00:00,14.9,89.7,S/D,0.5,216,0.0
7/26/2017,7:00:00,14.8,90.7,S/D,1.4,243,7.5
7/26/2017,8:00:00,15.2,90.0,S/D,0.7,242,83.9
7/26/2017,9:00:00,15.8,87.2,S/D,0.6,236,200.4
7/26/2017,10:00:00,16.2,85.0,S/D,0.7,212,377.3
7/26/2017,11:00:00,16.5,84.3,0.0,1.0,249,451.2
7/26/2017,12:00:00,17.4,80.9,S/D,1.6,241,939.2
7/26/2017,13:00:00,17.6,79.4,S/D,2.7,243,1767.3
7/26/2017,14:00:00,18.0,77.6,S/D,2.3,243,1885.3
7/26/2017,15:00:00,17.5,80.0,S/D,1.9,253,1578.9
7/26/2017,16:00:00,16.7,81.7,S/D,1.6,274,762.7
7/26/2017,17:00:00,16.4,81.7,S/D,1.2,254,351.7
7/26/2017,18:00:00,16.0,82.9,S/D,1.2,229,92.3
7/26/2017,19:00:00,15.6,86.5,S/D,1.8,244,0.3
7/26/2017,20:00:00,15.6,86.3,S/D,1.2,237,0.0
7/26/2017,21:00:00,15.5,86.4,S/D,1.2,243,0.0
7/26/2017,22:00:00,15.4,87.2,S/D,1.6,245,0.0
7/26/2017,23:00:00,15.3,87.9,S/D,0.9,249,0.0
7/27/2017,0:00:00,15.4,87.3,S/D,0.8,246,0.0
7/27/2017,1:00:00,15.6,86.6,S/D,0.7,273,0.0
7/27/2017,2:00:00,15.2,89.0,S/D,1.4,239,0.0
7/27/2017,3:00:00,15.0,90.2,S/D,0.6,255,0.0
7/27/2017,4:00:00,14.9,90.7,S/D,0.9,235,0.0
7/27/2017,5:00:00,14.8,91.9,S/D,0.6,229,0.0
7/27/2017,6:00:00,14.6,93.0,S/D,0.5,163,0.0
7/27/2017,7:00:00,14.8,92.1,S/D,0.4,242,3.2
7/27/2017,8:00:00,15.2,90.6,S/D,1.0,242,68.2
7/27/2017,9:00:00,16.0,86.7,S/D,0.8,280,289.8
7/27/2017,10:00:00,16.5,84.6,S/D,1.1,251,472.5
7/27/2017,11:00:00,18.1,78.3,0.0,1.6,254,1454.3
7/27/2017,12:00:00,19.1,75.3,S/D,2.0,238,2145.0
7/27/2017,13:00:00,18.7,74.6,S/D,2.2,244,2274.1
7/27/2017,14:00:00,18.5,73.5,S/D,1.9,237,2082.8
7/27/2017,15:00:00,18.3,75.7,S/D,1.9,241,1647.3
7/27/2017,16:00:00,17.2,79.0,S/D,1.8,239,922.3
7/27/2017,17:00:00,16.5,82.1,S/D,1.7,245,375.3
7/27/2017,18:00:00,16.0,84.6,S/D,1.6,252,101.4
7/27/2017,19:00:00,15.8,85.5,S/D,0.7,245,0.2
7/27/2017,20:00:00,15.7,85.5,S/D,0.6,273,0.0
7/27/2017,21:00:00,15.5,86.2,S/D,1.1,236,0.0
7/27/2017,22:00:00,15.4,85.9,S/D,0.9,260,0.0
7/27/2017,23:00:00,15.4,85.9,S/D,1.2,251,0.0
7/28/2017,0:00:00,15.5,86.2,S/D,0.5,162,0.0
7/28/2017,1:00:00,15.6,85.6,S/D,1.0,305,0.0
7/28/2017,2:00:00,15.6,85.7,S/D,0.9,225,0.0
7/28/2017,3:00:00,15.3,87.2,S/D,0.6,220,0.0
7/28/2017,4:00:00,15.0,87.9,S/D,0.6,248,0.0
7/28/2017,5:00:00,15.1,87.5,S/D,0.9,132,0.0
7/28/2017,6:00:00,15.2,88.1,S/D,0.7,256,0.0
7/28/2017,7:00:00,14.8,91.0,S/D,0.8,242,5.1
7/28/2017,8:00:00,14.7,91.6,S/D,0.4,237,41.0
7/28/2017,9:00:00,15.4,89.2,S/D,0.6,239,130.0
7/28/2017,10:00:00,16.1,84.3,S/D,1.0,187,322.1
7/28/2017,11:00:00,17.0,80.0,0.0,1.1,258,594.2
7/28/2017,12:00:00,18.2,73.5,S/D,0.7,236,954.3
7/28/2017,13:00:00,18.7,75.0,S/D,2.8,242,2399.1
7/28/2017,14:00:00,18.0,74.9,S/D,2.1,236,1908.8
7/28/2017,15:00:00,18.0,74.2,S/D,2.5,253,1785.3
7/28/2017,16:00:00,17.7,72.4,S/D,1.1,253,1098.6
7/28/2017,17:00:00,17.3,74.2,S/D,1.4,264,443.4
7/28/2017,18:00:00,15.9,83.0,S/D,1.2,249,128.3
7/28/2017,19:00:00,15.8,83.4,S/D,0.8,253,0.1
7/28/2017,20:00:00,15.7,86.6,S/D,0.8,251,0.0
7/28/2017,21:00:00,15.8,86.6,S/D,0.5,228,0.0
7/28/2017,22:00:00,15.7,86.4,S/D,0.6,252,0.0
7/28/2017,23:00:00,15.5,87.5,S/D,0.9,251,0.0
7/29/2017,0:00:00,15.2,89.3,S/D,0.6,253,0.0
7/29/2017,1:00:00,15.2,89.4,S/D,0.6,229,0.0
7/29/2017,2:00:00,15.1,89.6,S/D,1.7,241,0.0
7/29/2017,3:00:00,14.9,90.8,S/D,1.4,242,0.0
7/29/2017,4:00:00,15.0,89.1,S/D,0.6,268,0.0
7/29/2017,5:00:00,15.1,87.8,S/D,0.5,295,0.0
7/29/2017,6:00:00,15.3,86.1,S/D,1.2,247,0.0
7/29/2017,7:00:00,15.4,84.8,S/D,0.9,313,5.3
7/29/2017,8:00:00,15.2,87.8,S/D,0.6,187,42.7
7/29/2017,9:00:00,15.2,89.1,S/D,0.9,261,116.2
7/29/2017,10:00:00,15.5,87.6,S/D,1.2,272,244.5
7/29/2017,11:00:00,16.1,85.8,0.0,0.9,268,353.7
7/29/2017,12:00:00,16.2,83.8,S/D,1.1,244,432.7
7/29/2017,13:00:00,16.2,83.7,S/D,0.9,241,411.8
7/29/2017,14:00:00,16.1,85.8,S/D,1.5,259,387.1
7/29/2017,15:00:00,15.9,84.7,S/D,1.2,253,329.3
7/29/2017,16:00:00,15.9,83.7,S/D,1.2,244,313.7
7/29/2017,17:00:00,16.4,79.8,S/D,0.5,225,217.5
7/29/2017,18:00:00,16.2,79.9,S/D,0.7,253,69.0
7/29/2017,19:00:00,15.8,81.7,S/D,0.8,298,0.0
7/29/2017,20:00:00,15.4,83.2,S/D,0.9,273,0.0
7/29/2017,21:00:00,15.2,85.9,S/D,1.2,245,0.0
7/29/2017,22:00:00,15.3,84.0,S/D,0.6,239,0.0
7/29/2017,23:00:00,15.4,85.0,S/D,0.5,275,0.0
7/30/2017,0:00:00,15.3,85.6,S/D,0.5,237,0.0
7/30/2017,1:00:00,15.2,85.9,S/D,0.7,56,0.0
7/30/2017,2:00:00,15.2,85.9,S/D,0.6,247,0.0
7/30/2017,3:00:00,15.0,86.4,S/D,0.7,224,0.0
7/30/2017,4:00:00,15.1,86.1,S/D,0.5,215,0.0
7/30/2017,5:00:00,14.9,85.8,S/D,0.5,207,0.0
7/30/2017,6:00:00,14.7,86.7,S/D,0.6,232,0.0
7/30/2017,7:00:00,14.7,86.6,S/D,0.7,268,9.2
7/30/2017,8:00:00,15.1,84.9,S/D,0.5,246,101.1
7/30/2017,9:00:00,15.6,82.3,S/D,0.6,218,302.3
7/30/2017,10:00:00,17.3,74.4,S/D,0.9,238,922.0
7/30/2017,11:00:00,18.8,68.5,0.0,1.4,241,2065.1
7/30/2017,12:00:00,20.5,64.7,S/D,1.3,232,2347.2
7/30/2017,13:00:00,20.5,64.1,S/D,1.6,257,2403.6
7/30/2017,14:00:00,20.6,65.1,S/D,2.1,249,2273.9
7/30/2017,15:00:00,20.2,67.4,S/D,2.1,246,1859.0
7/30/2017,16:00:00,19.3,68.8,S/D,2.5,244,850.9
7/30/2017,17:00:00,18.3,72.4,S/D,2.2,256,473.2
7/30/2017,18:00:00,16.8,78.6,S/D,1.7,250,129.7
7/30/2017,19:00:00,15.6,85.0,S/D,2.2,251,0.2
7/30/2017,20:00:00,15.2,88.0,S/D,1.4,248,0.0
7/30/2017,21:00:00,15.1,88.2,S/D,0.3,217,0.0
7/30/2017,22:00:00,15.2,88.4,S/D,0.7,250,0.0
7/30/2017,23:00:00,15.0,89.1,S/D,0.8,243,0.0
7/31/2017,0:00:00,15.0,89.7,S/D,0.6,257,0.0
7/31/2017,1:00:00,14.9,89.9,S/D,0.7,235,0.0
7/31/2017,2:00:00,15.1,89.6,S/D,0.5,298,0.0
7/31/2017,3:00:00,15.1,89.6,S/D,0.9,291,0.0
7/31/2017,4:00:00,15.1,90.0,S/D,0.9,298,0.0
7/31/2017,5:00:00,15.1,90.2,S/D,0.7,296,0.0
7/31/2017,6:00:00,15.0,90.8,S/D,0.6,115,0.0
7/31/2017,7:00:00,15.0,90.5,S/D,0.6,219,6.7
7/31/2017,8:00:00,15.2,89.6,S/D,0.4,241,63.5
7/31/2017,9:00:00,15.6,88.4,S/D,0.5,238,163.0
7/31/2017,10:00:00,16.5,85.2,S/D,0.9,259,371.8
7/31/2017,11:00:00,17.7,80.8,0.0,1.4,269,1076.9
7/31/2017,12:00:00,20.1,69.5,S/D,1.3,247,2390.9
7/31/2017,13:00:00,20.9,65.5,S/D,1.9,256,2398.8
7/31/2017,14:00:00,20.7,67.6,S/D,2.3,239,2207.2
7/31/2017,15:00:00,19.8,72.2,S/D,2.1,245,1796.1
7/31/2017,16:00:00,19.1,73.1,S/D,1.9,239,780.3
7/31/2017,17:00:00,18.1,77.1,S/D,1.8,240,474.8
7/31/2017,18:00:00,16.8,81.7,S/D,1.7,248,119.3
7/31/2017,19:00:00,16.1,83.9,S/D,1.2,233,0.2
7/31/2017,20:00:00,15.9,84.0,S/D,0.5,280,0.0
7/31/2017,21:00:00,15.4,87.3,S/D,1.2,241,0.0
7/31/2017,22:00:00,15.1,89.3,S/D,0.7,237,0.0
7/31/2017,23:00:00,15.0,90.2,S/D,0.9,238,0.0
8/1/2017,0:00:00,15.2,89.7,S/D,0.8,299,0.0
8/1/2017,1:00:00,15.2,89.5,S/D,0.8,320,0.0
8/1/2017,2:00:00,15.2,89.0,S/D,0.9,311,0.0
8/1/2017,3:00:00,15.1,89.5,S/D,0.6,287,0.0
8/1/2017,4:00:00,15.1,89.5,S/D,0.6,135,0.0
8/1/2017,5:00:00,15.2,89.6,S/D,0.4,288,0.0
8/1/2017,6:00:00,15.1,89.7,S/D,0.2,128,0.0
8/1/2017,7:00:00,15.1,90.4,S/D,0.6,202,6.1
8/1/2017,8:00:00,15.3,90.1,S/D,0.4,132,54.7
8/1/2017,9:00:00,15.5,89.6,S/D,0.9,194,143.3
8/1/2017,10:00:00,16.2,86.7,S/D,0.4,135,278.5
8/1/2017,11:00:00,16.9,85.2,0.0,0.9,222,523.0
8/1/2017,12:00:00,19.3,75.7,S/D,1.0,253,1667.3
8/1/2017,13:00:00,18.8,79.2,S/D,2.6,240,2408.2
8/1/2017,14:00:00,18.9,78.2,S/D,2.7,241,2200.1
8/1/2017,15:00:00,18.7,79.6,S/D,2.1,250,1837.8
8/1/2017,16:00:00,17.6,82.0,S/D,1.5,235,772.3
8/1/2017,17:00:00,S/D,S/D,S/D,S/D,S/D,S/D
8/1/2017,18:00:00,15.9,87.9,S/D,1.1,212,124.0
8/1/2017,19:00:00,15.8,89.2,S/D,0.6,216,0.2
8/1/2017,20:00:00,16.0,88.1,S/D,0.6,243,0.0
8/1/2017,21:00:00,15.7,88.9,S/D,1.2,146,0.0
8/1/2017,22:00:00,15.7,88.6,S/D,0.8,218,0.0
8/1/2017,23:00:00,15.4,89.8,S/D,2.2,168,0.0
8/2/2017,0:00:00,15.7,88.7,S/D,0.9,283,0.0
8/2/2017,1:00:00,15.5,89.5,S/D,0.6,237,0.0
8/2/2017,2:00:00,15.0,91.6,S/D,0.6,240,0.0
8/2/2017,3:00:00,14.8,93.6,S/D,0.3,241,0.0
8/2/2017,4:00:00,14.8,94.0,S/D,0.7,283,0.0
8/2/2017,5:00:00,14.6,94.3,S/D,1.2,246,0.0
8/2/2017,6:00:00,14.4,95.9,S/D,1.3,249,0.0
8/2/2017,7:00:00,14.4,96.3,S/D,0.5,106,4.8
8/2/2017,8:00:00,14.9,95.0,S/D,0.8,67,75.3
8/2/2017,9:00:00,15.3,93.3,S/D,1.1,226,176.5
8/2/2017,10:00:00,15.6,91.8,S/D,1.2,252,276.1
8/2/2017,11:00:00,16.3,89.0,0.0,1.0,271,588.7
8/2/2017,12:00:00,16.6,85.9,S/D,1.6,245,886.4
8/2/2017,13:00:00,18.2,79.2,S/D,1.3,242,1711.9
8/2/2017,14:00:00,18.8,76.8,S/D,1.5,242,2176.7
8/2/2017,15:00:00,19.1,74.5,S/D,1.9,262,1790.2
8/2/2017,16:00:00,19.2,72.9,S/D,1.3,219,747.0
8/2/2017,17:00:00,17.8,78.0,S/D,2.2,244,519.7
8/2/2017,18:00:00,16.3,84.6,S/D,1.6,250,122.9
8/2/2017,19:00:00,15.4,88.4,S/D,1.7,253,0.2
8/2/2017,20:00:00,15.5,88.4,S/D,1.2,239,0.0
8/2/2017,21:00:00,15.7,87.1,S/D,0.5,95,0.0
8/2/2017,22:00:00,16.0,86.2,S/D,0.8,277,0.0
8/2/2017,23:00:00,16.0,86.5,S/D,0.5,239,0.0
8/3/2017,0:00:00,15.6,88.7,S/D,0.6,273,0.0
8/3/2017,1:00:00,15.5,89.0,S/D,0.3,224,0.0
8/3/2017,2:00:00,15.2,91.0,S/D,0.6,219,0.0
8/3/2017,3:00:00,14.9,92.6,S/D,0.4,241,0.0
8/3/2017,4:00:00,14.5,95.0,S/D,0.8,247,0.0
8/3/2017,5:00:00,14.4,95.3,S/D,0.5,230,0.0
8/3/2017,6:00:00,14.4,95.3,S/D,0.9,258,0.0
8/3/2017,7:00:00,14.5,95.2,S/D,0.7,255,4.3
8/3/2017,8:00:00,14.6,94.7,S/D,0.8,272,59.4
8/3/2017,9:00:00,15.0,92.3,S/D,1.1,250,152.3
8/3/2017,10:00:00,15.2,90.1,S/D,1.2,253,228.2
8/3/2017,11:00:00,15.7,86.5,0.0,1.2,267,404.5
8/3/2017,12:00:00,16.5,82.8,S/D,0.9,250,526.0
8/3/2017,13:00:00,18.1,77.1,S/D,0.8,269,990.6
8/3/2017,14:00:00,19.5,70.1,S/D,0.8,201,1757.2
8/3/2017,15:00:00,19.6,70.9,S/D,1.7,240,1703.1
8/3/2017,16:00:00,17.4,80.5,S/D,2.3,249,767.7
8/3/2017,17:00:00,16.4,83.0,S/D,1.3,244,300.4
8/3/2017,18:00:00,15.5,86.8,S/D,1.1,248,36.0
8/3/2017,19:00:00,15.5,87.8,S/D,0.7,264,0.1
8/3/2017,20:00:00,15.5,88.4,S/D,0.7,248,0.0
8/3/2017,21:00:00,15.7,88.4,S/D,0.5,241,0.0
8/3/2017,22:00:00,15.4,90.6,S/D,1.3,244,0.0
8/3/2017,23:00:00,15.4,91.4,S/D,0.8,260,0.0
8/4/2017,0:00:00,15.2,92.2,S/D,0.5,242,0.0
8/4/2017,1:00:00,15.1,92.6,S/D,0.7,235,0.0
8/4/2017,2:00:00,14.9,93.1,S/D,1.0,244,0.0
8/4/2017,3:00:00,14.7,93.7,S/D,0.8,239,0.0
8/4/2017,4:00:00,14.6,94.4,S/D,1.0,262,0.0
8/4/2017,5:00:00,14.4,94.6,S/D,0.7,243,0.0
8/4/2017,6:00:00,14.3,95.6,S/D,1.0,261,0.0
8/4/2017,7:00:00,14.2,96.1,S/D,0.9,232,3.7
8/4/2017,8:00:00,14.2,95.9,S/D,0.9,258,53.2
8/4/2017,9:00:00,14.1,95.8,S/D,0.9,269,124.2
8/4/2017,10:00:00,14.7,94.2,S/D,0.9,234,271.1
8/4/2017,11:00:00,16.2,87.4,0.0,0.6,242,558.7
